scope,rule_id,family,direction,trades,total_pnl,avg_pnl,median_pnl,win_rate,profit_factor,max_drawdown,sharpe_trade,adjusted_t,is_trades,is_pnl,is_avg,is_win_rate,oos_trades,oos_pnl,oos_avg,oos_win_rate,largest_day_pnl,largest_day_concentration,rules_tried,passes_n80,passes_oos,passes_concentration,passes_pf,passes_adjusted_t,passes_all_core,slippage_rt
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=15:55|touch_tolerance=5,or_retest,long,183,4715.779999999997,25.769289617486322,-82.34,0.4644808743169399,1.584408599485458,-583.4000000000002,0.2187401852513981,0.3919373867336716,109,2902.439999999998,26.62788990825686,0.46788990825688076,74,1813.3399999999997,24.50459459459459,0.4594594594594595,157.66,0.03343243323479893,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=not_wide|rr=2|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=15:55|touch_tolerance=5,or_retest,long,183,4715.779999999997,25.769289617486322,-82.34,0.4644808743169399,1.584408599485458,-583.4000000000002,0.2187401852513981,0.3919373867336716,109,2902.439999999998,26.62788990825686,0.46788990825688076,74,1813.3399999999997,24.50459459459459,0.4594594594594595,157.66,0.03343243323479893,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=normal_tight|rr=1.25|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=15:55|touch_tolerance=5,or_retest,long,183,3784.779999999998,20.681857923497258,97.66,0.5737704918032787,1.589298281671368,-633.8200000000005,0.23210720880376556,0.4158883414862294,109,2137.939999999999,19.614128440366965,0.5688073394495413,74,1646.8399999999997,22.25459459459459,0.581081081081081,97.66,0.025803349203916755,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=not_wide|rr=1.25|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=15:55|touch_tolerance=5,or_retest,long,183,3784.779999999998,20.681857923497258,97.66,0.5737704918032787,1.589298281671368,-633.8200000000005,0.23210720880376556,0.4158883414862294,109,2137.939999999999,19.614128440366965,0.5688073394495413,74,1646.8399999999997,22.25459459459459,0.581081081081081,97.66,0.025803349203916755,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,183,3721.2799999999984,20.33486338797813,-2.34,0.4918032786885246,1.520777763161209,-697.9000000000003,0.1910693767959156,0.3423569937099326,109,2252.4399999999987,20.66458715596329,0.48623853211009177,74,1468.8399999999997,19.849189189189186,0.5,157.66,0.04236714248860609,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=not_wide|rr=2|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,183,3721.2799999999984,20.33486338797813,-2.34,0.4918032786885246,1.520777763161209,-697.9000000000003,0.1910693767959156,0.3423569937099326,109,2252.4399999999987,20.66458715596329,0.48623853211009177,74,1468.8399999999997,19.849189189189186,0.5,157.66,0.04236714248860609,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=normal_tight|rr=1.25|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,183,3526.779999999999,19.27202185792349,97.66,0.5737704918032787,1.5803469463651585,-633.8200000000005,0.2242311701702176,0.4017761014499579,109,2101.939999999999,19.283853211009166,0.5596330275229358,74,1424.8399999999997,19.25459459459459,0.5945945945945946,97.66,0.027690981575261293,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=not_wide|rr=1.25|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,183,3526.779999999999,19.27202185792349,97.66,0.5737704918032787,1.5803469463651585,-633.8200000000005,0.2242311701702176,0.4017761014499579,109,2101.939999999999,19.283853211009166,0.5596330275229358,74,1424.8399999999997,19.25459459459459,0.5945945945945946,97.66,0.027690981575261293,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=normal_tight|start=10:00|stop_mode=fixed|stop_points=40|target_mode=fixed|target_points=45|time_exit=15:55|touch_tolerance=5,or_retest,long,183,3254.7799999999997,17.78568306010929,87.66,0.5901639344262295,1.5270472026556547,-555.1000000000004,0.21246402351784077,0.3806917967852988,109,1867.9399999999998,17.137064220183486,0.5871559633027523,74,1386.8399999999997,18.741081081081077,0.5945945945945946,87.66,0.026932695911858866,57,True,True,True,True,False,True,1.0
full_history,or_retest_refine|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=not_wide|start=10:00|stop_mode=fixed|stop_points=40|target_mode=fixed|target_points=45|time_exit=15:55|touch_tolerance=5,or_retest,long,183,3254.7799999999997,17.78568306010929,87.66,0.5901639344262295,1.5270472026556547,-555.1000000000004,0.21246402351784077,0.3806917967852988,109,1867.9399999999998,17.137064220183486,0.5871559633027523,74,1386.8399999999997,18.741081081081077,0.5945945945945946,87.66,0.026932695911858866,57,True,True,True,True,False,True,1.0
