rule_id,family,direction,date,or_class,or_size,signal_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,net_pnl,scope
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2023-12-19,normal,50.0,2023-12-19 09:47:00-05:00,2023-12-19 09:48:00-05:00,17191.5,2023-12-19 12:00:00-05:00,17190.5,time_exit,-3.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-01-11,normal,65.75,2024-01-11 09:51:00-05:00,2024-01-11 09:52:00-05:00,17158.5,2024-01-11 10:03:00-05:00,17128.25,stop,-61.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-01-12,normal,58.0,2024-01-12 10:03:00-05:00,2024-01-12 10:04:00-05:00,17177.5,2024-01-12 10:18:00-05:00,17154.25,stop,-47.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-01-22,wide,89.75,2024-01-22 10:33:00-05:00,2024-01-22 10:34:00-05:00,17704.5,2024-01-22 10:45:00-05:00,17684.0,stop,-42.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-02-15,normal,63.5,2024-02-15 11:59:00-05:00,2024-02-15 12:00:00-05:00,18071.5,2024-02-15 12:00:00-05:00,18070.5,time_exit,-3.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-02-23,tight,44.75,2024-02-23 09:59:00-05:00,2024-02-23 10:00:00-05:00,18323.0,2024-02-23 10:01:00-05:00,18295.25,stop,-56.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-02-26,normal,56.0,2024-02-26 11:09:00-05:00,2024-02-26 11:10:00-05:00,18251.0,2024-02-26 11:47:00-05:00,18285.0,target,66.66,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-02-29,tight,43.0,2024-02-29 11:03:00-05:00,2024-02-29 11:04:00-05:00,18231.75,2024-02-29 11:30:00-05:00,18206.25,stop,-52.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-04,normal,45.0,2024-03-04 10:56:00-05:00,2024-03-04 10:57:00-05:00,18566.25,2024-03-04 11:06:00-05:00,18550.25,stop,-33.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-08,normal,64.75,2024-03-08 10:47:00-05:00,2024-03-08 10:48:00-05:00,18625.25,2024-03-08 10:50:00-05:00,18605.25,stop,-41.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-18,normal,69.25,2024-03-18 11:36:00-04:00,2024-03-18 11:37:00-04:00,18307.75,2024-03-18 11:52:00-04:00,18286.0,stop,-44.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-20,wide,85.75,2024-03-20 11:40:00-04:00,2024-03-20 11:41:00-04:00,18276.25,2024-03-20 11:45:00-04:00,18262.25,stop,-29.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-26,tight,44.75,2024-03-26 11:18:00-04:00,2024-03-26 11:19:00-04:00,18572.25,2024-03-26 11:49:00-04:00,18554.75,stop,-36.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-03-28,tight,52.5,2024-03-28 10:24:00-04:00,2024-03-28 10:25:00-04:00,18487.0,2024-03-28 10:36:00-04:00,18510.125,target,44.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-01,wide,123.25,2024-04-01 10:23:00-04:00,2024-04-01 10:24:00-04:00,18535.75,2024-04-01 10:33:00-04:00,18517.25,stop,-38.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-03,tight,44.5,2024-04-03 11:57:00-04:00,2024-04-03 11:58:00-04:00,18407.75,2024-04-03 12:00:00-04:00,18393.0,stop,-30.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-08,wide,99.25,2024-04-08 11:29:00-04:00,2024-04-08 11:30:00-04:00,18336.0,2024-04-08 11:30:00-04:00,18323.5,stop,-26.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-15,normal,78.0,2024-04-15 10:13:00-04:00,2024-04-15 10:14:00-04:00,18232.75,2024-04-15 10:21:00-04:00,18208.0,stop,-50.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-24,normal,74.0,2024-04-24 10:58:00-04:00,2024-04-24 10:59:00-04:00,17698.25,2024-04-24 11:03:00-04:00,17678.0,stop,-41.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-04-29,wide,117.25,2024-04-29 10:40:00-04:00,2024-04-29 10:41:00-04:00,17886.5,2024-04-29 11:05:00-04:00,17867.75,stop,-38.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-10,normal,75.0,2024-05-10 10:22:00-04:00,2024-05-10 10:23:00-04:00,18257.75,2024-05-10 10:27:00-04:00,18242.0,stop,-32.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-13,normal,70.5,2024-05-13 11:04:00-04:00,2024-05-13 11:05:00-04:00,18291.0,2024-05-13 11:30:00-04:00,18269.75,stop,-43.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-14,tight,52.75,2024-05-14 11:40:00-04:00,2024-05-14 11:41:00-04:00,18329.5,2024-05-14 11:42:00-04:00,18315.5,stop,-29.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-16,tight,28.0,2024-05-16 10:08:00-04:00,2024-05-16 10:09:00-04:00,18692.5,2024-05-16 10:44:00-04:00,18724.625,target,62.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-20,wide,75.5,2024-05-20 11:56:00-04:00,2024-05-20 11:57:00-04:00,18737.25,2024-05-20 12:00:00-04:00,18747.0,time_exit,18.16,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-21,tight,36.0,2024-05-21 11:38:00-04:00,2024-05-21 11:39:00-04:00,18750.75,2024-05-21 11:52:00-04:00,18737.25,stop,-28.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-05-28,normal,67.5,2024-05-28 10:40:00-04:00,2024-05-28 10:41:00-04:00,18887.5,2024-05-28 10:44:00-04:00,18910.25,target,44.16,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-03,normal,51.5,2024-06-03 11:35:00-04:00,2024-06-03 11:36:00-04:00,18623.5,2024-06-03 12:00:00-04:00,18613.5,time_exit,-21.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-04,normal,69.25,2024-06-04 09:58:00-04:00,2024-06-04 09:59:00-04:00,18602.0,2024-06-04 10:00:00-04:00,18642.0,target,78.66,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-06,tight,30.5,2024-06-06 10:19:00-04:00,2024-06-06 10:20:00-04:00,19063.5,2024-06-06 10:32:00-04:00,19090.375,target,52.41,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-07,normal,48.5,2024-06-07 11:38:00-04:00,2024-06-07 11:39:00-04:00,19068.75,2024-06-07 12:00:00-04:00,19077.5,time_exit,16.16,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-11,normal,41.5,2024-06-11 10:35:00-04:00,2024-06-11 10:36:00-04:00,19089.25,2024-06-11 10:48:00-04:00,19115.375,target,50.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-13,normal,45.5,2024-06-13 10:28:00-04:00,2024-06-13 10:29:00-04:00,19561.25,2024-06-13 11:41:00-04:00,19603.125,target,82.41,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-14,normal,46.5,2024-06-14 10:34:00-04:00,2024-06-14 10:35:00-04:00,19609.75,2024-06-14 10:36:00-04:00,19595.25,stop,-30.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-17,normal,45.75,2024-06-17 09:54:00-04:00,2024-06-17 09:55:00-04:00,19668.75,2024-06-17 10:05:00-04:00,19697.125,target,55.41,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-06-24,wide,78.5,2024-06-24 11:33:00-04:00,2024-06-24 11:34:00-04:00,19907.5,2024-06-24 12:00:00-04:00,19912.5,time_exit,8.66,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-02,wide,106.5,2024-07-02 10:13:00-04:00,2024-07-02 10:14:00-04:00,20046.0,2024-07-02 10:40:00-04:00,20093.125,target,92.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-08,tight,44.25,2024-07-08 10:03:00-04:00,2024-07-08 10:04:00-04:00,20622.5,2024-07-08 10:20:00-04:00,20603.25,stop,-39.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-09,tight,45.25,2024-07-09 10:27:00-04:00,2024-07-09 10:28:00-04:00,20721.25,2024-07-09 10:31:00-04:00,20684.75,stop,-74.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-10,normal,46.75,2024-07-10 10:57:00-04:00,2024-07-10 10:58:00-04:00,20742.5,2024-07-10 11:00:00-04:00,20720.25,stop,-45.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-15,normal,70.0,2024-07-15 11:36:00-04:00,2024-07-15 11:37:00-04:00,20721.25,2024-07-15 11:44:00-04:00,20697.0,stop,-49.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-23,wide,100.5,2024-07-23 09:48:00-04:00,2024-07-23 09:49:00-04:00,20017.25,2024-07-23 09:52:00-04:00,19984.25,stop,-67.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-07-30,normal,64.0,2024-07-30 09:49:00-04:00,2024-07-30 09:50:00-04:00,19253.5,2024-07-30 09:50:00-04:00,19231.0,stop,-46.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-08-07,normal,102.0,2024-08-07 11:21:00-04:00,2024-08-07 11:22:00-04:00,18479.25,2024-08-07 11:24:00-04:00,18456.75,stop,-46.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-08-16,tight,72.25,2024-08-16 10:42:00-04:00,2024-08-16 10:43:00-04:00,19555.75,2024-08-16 10:48:00-04:00,19535.25,stop,-42.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-08-20,tight,61.75,2024-08-20 10:18:00-04:00,2024-08-20 10:19:00-04:00,19831.75,2024-08-20 10:26:00-04:00,19806.25,stop,-52.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-09-10,normal,100.25,2024-09-10 10:48:00-04:00,2024-09-10 10:49:00-04:00,18727.5,2024-09-10 10:50:00-04:00,18698.75,stop,-58.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-09-18,normal,65.5,2024-09-18 09:50:00-04:00,2024-09-18 09:51:00-04:00,19461.5,2024-09-18 10:11:00-04:00,19421.5,stop,-81.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-09-25,tight,67.5,2024-09-25 10:50:00-04:00,2024-09-25 10:51:00-04:00,20227.5,2024-09-25 11:30:00-04:00,20196.25,stop,-63.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-09-26,normal,98.75,2024-09-26 10:50:00-04:00,2024-09-26 10:51:00-04:00,20317.75,2024-09-26 10:51:00-04:00,20289.5,stop,-57.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-04,tight,53.5,2024-10-04 10:11:00-04:00,2024-10-04 10:12:00-04:00,20047.0,2024-10-04 10:17:00-04:00,20095.625,target,95.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-07,tight,56.5,2024-10-07 10:42:00-04:00,2024-10-07 10:43:00-04:00,20170.25,2024-10-07 10:44:00-04:00,20145.75,stop,-50.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-11,tight,39.0,2024-10-11 10:55:00-04:00,2024-10-11 10:56:00-04:00,20427.25,2024-10-11 11:08:00-04:00,20463.5,target,71.16,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-17,wide,173.5,2024-10-17 10:03:00-04:00,2024-10-17 10:04:00-04:00,20403.25,2024-10-17 10:06:00-04:00,20372.5,stop,-62.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-18,normal,69.25,2024-10-18 10:56:00-04:00,2024-10-18 10:57:00-04:00,20468.5,2024-10-18 11:21:00-04:00,20505.125,target,71.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-21,normal,65.25,2024-10-21 10:32:00-04:00,2024-10-21 10:33:00-04:00,20504.75,2024-10-21 10:36:00-04:00,20482.25,stop,-46.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-22,normal,89.5,2024-10-22 10:23:00-04:00,2024-10-22 10:24:00-04:00,20491.0,2024-10-22 10:45:00-04:00,20465.75,stop,-51.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-25,normal,98.75,2024-10-25 11:57:00-04:00,2024-10-25 11:58:00-04:00,20614.5,2024-10-25 12:00:00-04:00,20613.0,time_exit,-4.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-28,normal,70.5,2024-10-28 09:55:00-04:00,2024-10-28 09:56:00-04:00,20552.25,2024-10-28 10:09:00-04:00,20593.375,target,80.91,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-10-30,wide,126.5,2024-10-30 10:37:00-04:00,2024-10-30 10:38:00-04:00,20690.75,2024-10-30 10:47:00-04:00,20663.75,stop,-55.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-11-01,wide,107.5,2024-11-01 11:54:00-04:00,2024-11-01 11:55:00-04:00,20231.25,2024-11-01 11:55:00-04:00,20213.25,stop,-37.34,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-11-08,tight,45.75,2024-11-08 11:36:00-05:00,2024-11-08 11:37:00-05:00,21214.0,2024-11-08 11:44:00-05:00,21195.75,stop,-37.84,full_history
ema_pullback|long|buffer_points=8|confirm_pattern=break_prev|end=12:00|max_risk_points=120|min_reward_points=8|min_slope=2|rr=1.5|rsi_threshold=50|start=09:45|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|touch_tolerance=5,ema_pullback,long,2024-11-11,normal,86.25,2024-11-11 11:07:00-05:00,2024-11-11 11:08:00-05:00,21221.5,2024-11-11 11:26:00-05:00,21202.0,stop,-40.34,full_history
