rule_id,family,direction,date,or_class,or_size,signal_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,net_pnl,scope
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-09,tight,93.25,2025-12-09 10:03:00-05:00,2025-12-09 10:04:00-05:00,25650.25,2025-12-09 10:44:00-05:00,25680.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-16,normal,140.5,2025-12-16 10:01:00-05:00,2025-12-16 10:02:00-05:00,25139.5,2025-12-16 10:17:00-05:00,25036.75,target,204.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-18,wide,155.75,2025-12-18 10:01:00-05:00,2025-12-18 10:02:00-05:00,25043.5,2025-12-18 10:06:00-05:00,25017.875,target,49.91,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-23,normal,99.5,2025-12-23 10:44:00-05:00,2025-12-23 10:45:00-05:00,25712.0,2025-12-23 11:01:00-05:00,25742.5,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-24,tight,45.75,2025-12-24 10:14:00-05:00,2025-12-24 10:15:00-05:00,25827.25,2025-12-24 10:26:00-05:00,25805.125,target,42.91,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2025-12-30,tight,57.5,2025-12-30 10:59:00-05:00,2025-12-30 11:00:00-05:00,25743.75,2025-12-30 11:20:00-05:00,25774.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-02,normal,95.5,2026-01-02 10:01:00-05:00,2026-01-02 10:02:00-05:00,25766.25,2026-01-02 10:10:00-05:00,25686.25,target,158.66,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-05,normal,134.75,2026-01-05 10:06:00-05:00,2026-01-05 10:07:00-05:00,25620.25,2026-01-05 10:09:00-05:00,25650.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-06,tight,70.25,2026-01-06 10:01:00-05:00,2026-01-06 10:02:00-05:00,25757.5,2026-01-06 11:07:00-05:00,25644.375,target,224.91,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-07,normal,93.5,2026-01-07 10:07:00-05:00,2026-01-07 10:08:00-05:00,25860.5,2026-01-07 10:35:00-05:00,25891.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-09,wide,142.75,2026-01-09 10:17:00-05:00,2026-01-09 10:18:00-05:00,25743.75,2026-01-09 10:21:00-05:00,25774.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-15,normal,93.75,2026-01-15 10:36:00-05:00,2026-01-15 10:37:00-05:00,25912.25,2026-01-15 10:38:00-05:00,25900.375,target,22.41,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-20,normal,124.75,2026-01-20 10:39:00-05:00,2026-01-20 10:40:00-05:00,25378.0,2026-01-20 10:42:00-05:00,25408.5,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-21,normal,94.5,2026-01-21 10:02:00-05:00,2026-01-21 10:03:00-05:00,25332.75,2026-01-21 10:16:00-05:00,25363.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-23,normal,90.25,2026-01-23 10:05:00-05:00,2026-01-23 10:06:00-05:00,25709.5,2026-01-23 10:22:00-05:00,25740.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-26,normal,123.0,2026-01-26 10:01:00-05:00,2026-01-26 10:02:00-05:00,25827.25,2026-01-26 10:17:00-05:00,25857.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-27,normal,95.25,2026-01-27 10:00:00-05:00,2026-01-27 10:01:00-05:00,26047.5,2026-01-27 10:10:00-05:00,26078.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-01-30,normal,126.25,2026-01-30 10:12:00-05:00,2026-01-30 10:13:00-05:00,25903.0,2026-01-30 10:21:00-05:00,25876.625,target,51.41,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-02,wide,193.75,2026-02-02 10:00:00-05:00,2026-02-02 10:01:00-05:00,25742.75,2026-02-02 10:02:00-05:00,25773.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-06,wide,227.0,2026-02-06 10:27:00-05:00,2026-02-06 10:28:00-05:00,24881.25,2026-02-06 10:28:00-05:00,24911.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-09,wide,197.0,2026-02-09 10:08:00-05:00,2026-02-09 10:09:00-05:00,25200.25,2026-02-09 10:15:00-05:00,25230.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-10,normal,145.0,2026-02-10 10:03:00-05:00,2026-02-10 10:04:00-05:00,25391.5,2026-02-10 10:06:00-05:00,25422.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-13,wide,221.25,2026-02-13 10:29:00-05:00,2026-02-13 10:30:00-05:00,24848.0,2026-02-13 10:30:00-05:00,24878.5,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-18,tight,116.75,2026-02-18 10:06:00-05:00,2026-02-18 10:07:00-05:00,25027.25,2026-02-18 10:16:00-05:00,25057.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-19,normal,120.75,2026-02-19 10:35:00-05:00,2026-02-19 10:36:00-05:00,24924.75,2026-02-19 11:20:00-05:00,24955.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-20,wide,271.75,2026-02-20 10:02:00-05:00,2026-02-20 10:03:00-05:00,24998.75,2026-02-20 10:22:00-05:00,25029.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-24,normal,218.25,2026-02-24 10:10:00-05:00,2026-02-24 10:11:00-05:00,24896.5,2026-02-24 10:21:00-05:00,24927.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-02-25,tight,123.0,2026-02-25 10:00:00-05:00,2026-02-25 10:01:00-05:00,25342.5,2026-02-25 12:00:00-05:00,25317.75,time_exit,48.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-02,wide,280.0,2026-03-02 10:45:00-05:00,2026-03-02 10:46:00-05:00,24936.5,2026-03-02 11:08:00-05:00,24967.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-04,normal,133.25,2026-03-04 10:02:00-05:00,2026-03-04 10:03:00-05:00,24953.75,2026-03-04 10:03:00-05:00,24904.375,target,97.41,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-05,normal,140.0,2026-03-05 10:01:00-05:00,2026-03-05 10:02:00-05:00,25183.0,2026-03-05 10:22:00-05:00,25055.75,target,253.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-06,tight,120.5,2026-03-06 10:39:00-05:00,2026-03-06 10:40:00-05:00,24876.5,2026-03-06 11:51:00-05:00,24907.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-09,normal,171.25,2026-03-09 10:48:00-04:00,2026-03-09 10:49:00-04:00,24566.75,2026-03-09 11:07:00-04:00,24597.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-11,tight,81.0,2026-03-11 10:01:00-04:00,2026-03-11 10:02:00-04:00,25147.5,2026-03-11 10:08:00-04:00,25075.5,target,142.66,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-13,normal,161.75,2026-03-13 10:01:00-04:00,2026-03-13 10:02:00-04:00,24743.75,2026-03-13 10:08:00-04:00,24692.375,target,101.41,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-16,tight,94.0,2026-03-16 10:09:00-04:00,2026-03-16 10:10:00-04:00,24739.0,2026-03-16 10:34:00-04:00,24670.5,target,135.66,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-17,tight,112.5,2026-03-17 10:46:00-04:00,2026-03-17 10:47:00-04:00,24862.25,2026-03-17 11:09:00-04:00,24803.25,target,116.66,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-23,normal,136.0,2026-03-23 10:00:00-04:00,2026-03-23 10:01:00-04:00,24590.0,2026-03-23 10:13:00-04:00,24620.5,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-24,wide,176.75,2026-03-24 10:57:00-04:00,2026-03-24 10:58:00-04:00,24317.5,2026-03-24 10:59:00-04:00,24229.125,target,175.41,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-03-31,tight,91.25,2026-03-31 10:01:00-04:00,2026-03-31 10:02:00-04:00,23568.5,2026-03-31 10:51:00-04:00,23424.875,target,285.91,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-01,normal,151.0,2026-04-01 10:03:00-04:00,2026-04-01 10:04:00-04:00,24145.25,2026-04-01 10:08:00-04:00,24175.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-02,normal,141.0,2026-04-02 10:38:00-04:00,2026-04-02 10:39:00-04:00,24155.5,2026-04-02 10:39:00-04:00,24186.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-06,normal,128.5,2026-04-06 10:00:00-04:00,2026-04-06 10:01:00-04:00,24398.25,2026-04-06 10:04:00-04:00,24310.0,target,175.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-10,tight,82.0,2026-04-10 10:26:00-04:00,2026-04-10 10:27:00-04:00,25346.25,2026-04-10 10:27:00-04:00,25331.5,target,28.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-13,tight,64.75,2026-04-13 10:01:00-04:00,2026-04-13 10:02:00-04:00,25303.5,2026-04-13 10:54:00-04:00,25334.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-14,normal,100.75,2026-04-14 10:11:00-04:00,2026-04-14 10:12:00-04:00,25755.0,2026-04-14 10:16:00-04:00,25785.5,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-15,tight,76.75,2026-04-15 10:00:00-04:00,2026-04-15 10:01:00-04:00,26053.25,2026-04-15 10:03:00-04:00,26083.75,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-17,tight,91.25,2026-04-17 10:02:00-04:00,2026-04-17 10:03:00-04:00,26742.5,2026-04-17 10:10:00-04:00,26773.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-21,normal,111.75,2026-04-21 10:02:00-04:00,2026-04-21 10:03:00-04:00,26836.75,2026-04-21 10:08:00-04:00,26867.25,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-22,tight,79.5,2026-04-22 10:02:00-04:00,2026-04-22 10:03:00-04:00,26884.5,2026-04-22 10:06:00-04:00,26853.25,target,61.16,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-23,normal,103.75,2026-04-23 10:48:00-04:00,2026-04-23 10:49:00-04:00,27049.5,2026-04-23 10:55:00-04:00,27080.0,stop,-62.34,full_history
fade|short|buffer_points=0|ema_ext=20|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=red_close|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=20,fade_extreme,short,2026-04-24,tight,83.25,2026-04-24 10:13:00-04:00,2026-04-24 10:14:00-04:00,27250.0,2026-04-24 10:21:00-04:00,27219.125,target,60.41,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-02,normal,102.75,2024-01-02 10:09:00-05:00,2024-01-02 10:10:00-05:00,16971.5,2024-01-02 10:26:00-05:00,16941.0,stop,-62.34,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-03,normal,56.0,2024-01-03 10:14:00-05:00,2024-01-03 10:15:00-05:00,16779.0,2024-01-03 11:02:00-05:00,16817.17978246961,target,75.01956493922276,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-11,normal,65.75,2024-01-11 10:07:00-05:00,2024-01-11 10:08:00-05:00,17064.0,2024-01-11 11:13:00-05:00,17033.5,stop,-62.34,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-12,normal,58.0,2024-01-12 10:55:00-05:00,2024-01-12 10:56:00-05:00,17146.75,2024-01-12 11:10:00-05:00,17191.197626040142,target,87.55525208028499,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-17,wide,109.0,2024-01-17 10:01:00-05:00,2024-01-17 10:02:00-05:00,16910.5,2024-01-17 10:12:00-05:00,16953.247100352997,target,84.15420070599444,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-01-31,normal,66.75,2024-01-31 10:15:00-05:00,2024-01-31 10:16:00-05:00,17578.75,2024-01-31 10:29:00-05:00,17548.25,stop,-62.34,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-02-06,normal,62.25,2024-02-06 10:02:00-05:00,2024-02-06 10:03:00-05:00,17866.25,2024-02-06 10:25:00-05:00,17835.75,stop,-62.34,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-02-15,normal,63.5,2024-02-15 10:04:00-05:00,2024-02-15 10:05:00-05:00,18044.25,2024-02-15 10:09:00-05:00,18076.00477971738,target,62.169559434758554,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-02-16,tight,43.5,2024-02-16 10:02:00-05:00,2024-02-16 10:03:00-05:00,17979.75,2024-02-16 10:48:00-05:00,18052.307060755338,target,143.77412151067634,full_history
fade|long|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=green_close|rsi_mode=not_bull|start=10:00|stop_mode=fixed|stop_points=30|target_mode=vwap|time_exit=12:00|vwap_ext=10,fade_extreme,long,2024-02-20,wide,162.25,2024-02-20 10:03:00-05:00,2024-02-20 10:04:00-05:00,17775.5,2024-02-20 10:13:00-05:00,17745.0,stop,-62.34,full_history
