rule_id,family,direction,date,or_class,or_size,signal_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,net_pnl,scope
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-01,normal,151.0,2026-04-01 10:06:00-04:00,2026-04-01 10:07:00-04:00,24134.0,2026-04-01 10:07:00-04:00,24164.5,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-02,normal,141.0,2026-04-02 10:38:00-04:00,2026-04-02 10:39:00-04:00,24155.5,2026-04-02 10:39:00-04:00,24186.0,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-06,normal,128.5,2026-04-06 10:02:00-04:00,2026-04-06 10:03:00-04:00,24355.25,2026-04-06 10:04:00-04:00,24310.0,target,89.16,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-13,tight,64.75,2026-04-13 10:08:00-04:00,2026-04-13 10:09:00-04:00,25307.75,2026-04-13 10:57:00-04:00,25338.25,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-14,normal,100.75,2026-04-14 10:12:00-04:00,2026-04-14 10:13:00-04:00,25747.5,2026-04-14 10:14:00-04:00,25778.0,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-15,tight,76.75,2026-04-15 10:00:00-04:00,2026-04-15 10:01:00-04:00,26053.25,2026-04-15 10:03:00-04:00,26083.75,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-17,tight,91.25,2026-04-17 10:02:00-04:00,2026-04-17 10:03:00-04:00,26742.5,2026-04-17 10:10:00-04:00,26773.0,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-21,normal,111.75,2026-04-21 10:02:00-04:00,2026-04-21 10:03:00-04:00,26836.75,2026-04-21 10:08:00-04:00,26867.25,stop,-62.34,human_window
fade|short|buffer_points=0|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=none|pattern=close_prev_low|rsi_mode=not_bear|start=10:00|stop_mode=fixed|stop_points=30|target_mode=or_mid|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-22,tight,79.5,2026-04-22 10:09:00-04:00,2026-04-22 10:10:00-04:00,26889.75,2026-04-22 10:14:00-04:00,26920.25,stop,-62.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-11-14,wide,218.75,2025-11-14 10:36:00-05:00,2025-11-14 10:37:00-05:00,25016.75,2025-11-14 10:37:00-05:00,25044.5,stop,-56.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-11-19,normal,185.75,2025-11-19 10:04:00-05:00,2025-11-19 10:05:00-05:00,24923.25,2025-11-19 10:06:00-05:00,24940.75,stop,-36.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-11-20,normal,97.25,2025-11-20 10:02:00-05:00,2025-11-20 10:03:00-05:00,25268.25,2025-11-20 10:06:00-05:00,25213.25,target,108.66,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-11-24,wide,208.75,2025-11-24 10:04:00-05:00,2025-11-24 10:05:00-05:00,24733.75,2025-11-24 10:05:00-05:00,24752.25,stop,-38.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-01,normal,110.75,2025-12-01 10:53:00-05:00,2025-12-01 10:54:00-05:00,25401.75,2025-12-01 10:57:00-05:00,25417.25,stop,-32.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-02,normal,141.75,2025-12-02 10:02:00-05:00,2025-12-02 10:03:00-05:00,25637.25,2025-12-02 10:09:00-05:00,25654.75,stop,-36.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-03,tight,86.5,2025-12-03 10:37:00-05:00,2025-12-03 10:38:00-05:00,25591.25,2025-12-03 10:38:00-05:00,25565.125,target,50.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-05,normal,117.25,2025-12-05 10:03:00-05:00,2025-12-05 10:04:00-05:00,25805.0,2025-12-05 10:05:00-05:00,25827.0,stop,-45.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-09,tight,93.25,2025-12-09 10:31:00-05:00,2025-12-09 10:32:00-05:00,25657.5,2025-12-09 10:43:00-05:00,25675.5,stop,-37.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-16,normal,140.5,2025-12-16 10:01:00-05:00,2025-12-16 10:02:00-05:00,25139.5,2025-12-16 10:02:00-05:00,25102.5,target,72.66,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-18,wide,155.75,2025-12-18 10:35:00-05:00,2025-12-18 10:36:00-05:00,25126.0,2025-12-18 10:37:00-05:00,25144.0,stop,-37.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-24,tight,45.75,2025-12-24 10:14:00-05:00,2025-12-24 10:15:00-05:00,25827.25,2025-12-24 10:18:00-05:00,25841.25,stop,-29.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2025-12-30,tight,57.5,2025-12-30 10:00:00-05:00,2025-12-30 10:01:00-05:00,25742.25,2025-12-30 10:12:00-05:00,25701.875,target,79.41,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-02,normal,95.5,2026-01-02 10:01:00-05:00,2026-01-02 10:02:00-05:00,25766.25,2026-01-02 10:04:00-05:00,25734.125,target,62.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-05,normal,134.75,2026-01-05 10:29:00-05:00,2026-01-05 10:30:00-05:00,25673.0,2026-01-05 10:32:00-05:00,25686.75,stop,-28.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-06,tight,70.25,2026-01-06 10:01:00-05:00,2026-01-06 10:02:00-05:00,25757.5,2026-01-06 10:44:00-05:00,25722.75,target,68.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-07,normal,93.5,2026-01-07 10:29:00-05:00,2026-01-07 10:30:00-05:00,25865.75,2026-01-07 10:32:00-05:00,25884.25,stop,-38.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-09,wide,142.75,2026-01-09 10:24:00-05:00,2026-01-09 10:25:00-05:00,25799.25,2026-01-09 10:26:00-05:00,25815.75,stop,-34.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-20,normal,124.75,2026-01-20 10:33:00-05:00,2026-01-20 10:34:00-05:00,25372.0,2026-01-20 10:40:00-05:00,25394.5,stop,-46.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-21,normal,94.5,2026-01-21 10:02:00-05:00,2026-01-21 10:03:00-05:00,25332.75,2026-01-21 10:10:00-05:00,25307.375,target,49.41,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-23,normal,90.25,2026-01-23 10:05:00-05:00,2026-01-23 10:06:00-05:00,25709.5,2026-01-23 10:07:00-05:00,25693.125,target,31.41,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-26,normal,123.0,2026-01-26 10:01:00-05:00,2026-01-26 10:02:00-05:00,25827.25,2026-01-26 10:17:00-05:00,25852.5,stop,-51.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-01-27,normal,95.25,2026-01-27 10:00:00-05:00,2026-01-27 10:01:00-05:00,26047.5,2026-01-27 10:10:00-05:00,26074.5,stop,-55.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-02,wide,193.75,2026-02-02 10:00:00-05:00,2026-02-02 10:01:00-05:00,25742.75,2026-02-02 10:05:00-05:00,25799.0,stop,-113.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-06,wide,227.0,2026-02-06 10:43:00-05:00,2026-02-06 10:44:00-05:00,24928.0,2026-02-06 10:46:00-05:00,24956.0,stop,-57.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-09,wide,197.0,2026-02-09 10:08:00-05:00,2026-02-09 10:09:00-05:00,25200.25,2026-02-09 10:15:00-05:00,25219.5,stop,-39.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-10,normal,145.0,2026-02-10 10:09:00-05:00,2026-02-10 10:10:00-05:00,25434.5,2026-02-10 10:13:00-05:00,25412.875,target,41.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-13,wide,221.25,2026-02-13 10:29:00-05:00,2026-02-13 10:30:00-05:00,24848.0,2026-02-13 10:30:00-05:00,24879.25,stop,-63.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-18,tight,116.75,2026-02-18 10:06:00-05:00,2026-02-18 10:07:00-05:00,25027.25,2026-02-18 10:16:00-05:00,25057.5,stop,-61.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-19,normal,120.75,2026-02-19 10:35:00-05:00,2026-02-19 10:36:00-05:00,24924.75,2026-02-19 10:50:00-05:00,24883.625,target,80.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-20,wide,271.75,2026-02-20 10:02:00-05:00,2026-02-20 10:03:00-05:00,24998.75,2026-02-20 10:06:00-05:00,24862.0,target,272.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-24,normal,218.25,2026-02-24 10:31:00-05:00,2026-02-24 10:32:00-05:00,25004.75,2026-02-24 10:44:00-05:00,25031.5,stop,-54.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-02-25,tight,123.0,2026-02-25 10:00:00-05:00,2026-02-25 10:01:00-05:00,25342.5,2026-02-25 10:15:00-05:00,25303.25,target,77.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-02,wide,280.0,2026-03-02 10:12:00-05:00,2026-03-02 10:13:00-05:00,24929.25,2026-03-02 10:18:00-05:00,24901.625,target,53.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-04,normal,133.25,2026-03-04 10:11:00-05:00,2026-03-04 10:12:00-05:00,24990.0,2026-03-04 10:13:00-05:00,25009.5,stop,-40.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-05,normal,140.0,2026-03-05 10:01:00-05:00,2026-03-05 10:02:00-05:00,25183.0,2026-03-05 10:08:00-05:00,25136.625,target,91.41,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-06,tight,120.5,2026-03-06 10:39:00-05:00,2026-03-06 10:40:00-05:00,24876.5,2026-03-06 10:41:00-05:00,24844.0,target,63.66,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-09,normal,171.25,2026-03-09 10:48:00-04:00,2026-03-09 10:49:00-04:00,24566.75,2026-03-09 10:52:00-04:00,24582.75,stop,-33.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-10,tight,121.5,2026-03-10 10:40:00-04:00,2026-03-10 10:41:00-04:00,25084.0,2026-03-10 10:42:00-04:00,25102.75,stop,-38.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-11,tight,81.0,2026-03-11 10:01:00-04:00,2026-03-11 10:02:00-04:00,25147.5,2026-03-11 10:08:00-04:00,25087.25,target,119.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-16,tight,94.0,2026-03-16 10:09:00-04:00,2026-03-16 10:10:00-04:00,24739.0,2026-03-16 10:10:00-04:00,24756.75,stop,-36.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-17,tight,112.5,2026-03-17 10:00:00-04:00,2026-03-17 10:01:00-04:00,24866.0,2026-03-17 10:11:00-04:00,24830.5,target,69.66,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-23,normal,136.0,2026-03-23 10:00:00-04:00,2026-03-23 10:01:00-04:00,24590.0,2026-03-23 10:02:00-04:00,24614.75,stop,-50.84,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-24,wide,176.75,2026-03-24 10:57:00-04:00,2026-03-24 10:58:00-04:00,24317.5,2026-03-24 10:58:00-04:00,24296.25,target,41.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-03-31,tight,91.25,2026-03-31 10:01:00-04:00,2026-03-31 10:02:00-04:00,23568.5,2026-03-31 10:02:00-04:00,23552.875,target,29.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-01,normal,151.0,2026-04-01 10:23:00-04:00,2026-04-01 10:24:00-04:00,24199.25,2026-04-01 10:24:00-04:00,24178.0,target,41.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-02,normal,141.0,2026-04-02 10:38:00-04:00,2026-04-02 10:39:00-04:00,24155.5,2026-04-02 12:00:00-04:00,24133.75,time_exit,42.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-06,normal,128.5,2026-04-06 10:00:00-04:00,2026-04-06 10:01:00-04:00,24398.25,2026-04-06 10:04:00-04:00,24304.625,target,185.91,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-13,tight,64.75,2026-04-13 10:01:00-04:00,2026-04-13 10:02:00-04:00,25303.5,2026-04-13 10:17:00-04:00,25258.25,target,89.16,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-14,normal,100.75,2026-04-14 10:17:00-04:00,2026-04-14 10:18:00-04:00,25778.5,2026-04-14 10:24:00-04:00,25796.0,stop,-36.34,human_window
fade|short|buffer_points=8|ema_ext=10|end=11:00|max_risk_points=120|min_reward_points=8|or_ext=0|or_location=beyond_or|pattern=red_close|rr=1.5|rsi_mode=not_bear|start=10:00|stop_mode=signal_extreme|target_mode=rr|time_exit=12:00|vwap_ext=10,fade_extreme,short,2026-04-15,tight,76.75,2026-04-15 10:04:00-04:00,2026-04-15 10:05:00-04:00,26074.5,2026-04-15 10:14:00-04:00,26093.25,stop,-38.84,human_window
