price_advantage_bin,n,pnl,avg,win_rate,median_delta_minutes
human_better_gt_100pt,51,1109.3367134698456,21.751700264114618,0.9411764705882353,42.42184258333334
human_better_25_100pt,34,950.4517646242579,27.95446366541935,0.8235294117647058,9.924747733333334
human_better_5_25pt,17,862.8860714285753,50.7580042016809,0.8823529411764706,1.28712055
human_worse_25_100pt,15,483.6949633699463,32.246330891329755,1.0,56.23536433333334
same_5pt,5,458.27777777777806,91.65555555555561,1.0,5.061183150000001
human_worse_gt_100pt,4,110.39892857142753,27.599732142856883,0.75,124.52247890833333
human_worse_5_25pt,7,83.35725490196373,11.908179271709104,0.7142857142857143,-3.923145633333333
