idea_id,fill_count,source_row_ids,symbol,contract,direction,entry_time_et,exit_time_et,trade_date_et,duration_minutes,weighted_entry_price,weighted_exit_price,contract_turnover,max_overlapping_contracts,gross_pnl,fees,net_pnl,entry_hour_et,minutes_after_rth_open,time_bucket,or_locked_at_entry,coverage_status,data_quality,pre_entry_1m_close,or_high,or_low,or_midpoint,or_size,or_classification,or_percentile,entry_vs_or,vwap_pre_entry,entry_vs_vwap,ema9_15m,ema9_slope_15m,entry_vs_15m_ema9,ema9_5m,entry_vs_5m_ema9,rsi14_15m,rsi_regime,volume_ratio_15m,first_completed_or_breakout,minutes_to_15m_close_at_entry,prior_day_trend_direction,prior_day_trend_efficiency,prior_day_zombie_proxy,mae_points,mfe_points,move_after_5m_points,move_after_15m_points,move_after_30m_points,move_after_60m_points,trend_state,setup_label
21,2,1688658379|1688685242,F.US.MNQ,MNQZ25,short,2025-11-25 05:50:09.167781-05:00,2025-11-25 06:04:07.221412-05:00,2025-11-25,13.967560516666667,24875.875,24874.0,2,1,7.5,1.48,6.02,5,-219.84720365,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
22,11,1689902809|1690291497|1690688670|1691567849|1691567850|1691567851|1691629545|1691669357|1691793877|1691930199|1691996809,F.US.MNQ,MNQZ25,short,2025-11-25 09:39:41.662333-05:00,2025-11-25 11:20:37.468240-05:00,2025-11-25,100.93009845,24802.7,24792.7,15,7,300.0,11.1,288.90000000000003,9,9.694372216666666,09:30-10:00,False,covered,clean,24848.0,24882.0,24719.5,24800.75,162.5,normal,60.0,inside_or,24848.53896127609,below,,,unknown,24930.2243423618,below,,unknown,,none,5.305627783333334,up,0.8603439291297551,True,70.79999999999927,200.70000000000073,73.70000000000073,56.20000000000073,31.450000000000728,6.700000000000728,unknown,pre_or_locked_trade
23,2,1695786769|1696000842,F.US.MNQ,MNQZ25,short,2025-11-26 03:02:00.571026-05:00,2025-11-26 04:21:14.722639-05:00,2025-11-26,79.23586021666667,25180.125,25165.25,2,1,59.5,1.48,58.019999999999996,3,-387.99048289999996,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
24,3,1697443674|1697549197|1697813214,F.US.MNQ,MNQZ25,short,2025-11-26 09:30:34.230578-05:00,2025-11-26 09:52:12.441897-05:00,2025-11-26,21.636855316666665,25232.916666666668,25212.916666666668,3,1,120.0,2.2199999999999998,117.78,9,0.5705096333333334,09:30-10:00,False,covered,clean,,25271.0,25189.25,25230.125,81.75,tight,10.0,inside_or,,unknown,,,unknown,,unknown,,unknown,,none,14.429490366666666,up,0.4168618266978923,False,48.58333333333212,43.66666666666788,-19.33333333333212,-12.08333333333212,84.16666666666788,34.16666666666788,unknown,pre_or_locked_trade
25,6,1698582090|1698972011|1699522518|1699641891|1700143942|1700308873,F.US.MNQ,MNQZ25,short,2025-11-26 11:28:28.900353-05:00,2025-11-26 15:30:02.886112-05:00,2025-11-26,241.56642931666664,25328.625,25323.208333333332,6,1,65.0,4.4399999999999995,60.56,11,118.48167255,11:00-12:00,True,covered,clean,25335.5,25271.0,25189.25,25230.125,81.75,tight,10.0,above_or,25224.450991702066,above,25194.25771698231,24.62307075442368,above,25281.217132771966,above,74.04950344622574,bull_trend_zone,1.045201273083646,short,1.5183274500000001,up,0.4168618266978923,False,46.875,47.375,-1.875,-42.875,-25.125,-8.625,uptrend_above_ema,discretionary_or_unclassified
26,1,1702198123,F.US.MNQ,MNQZ25,long,2025-11-27 07:48:59.524395-05:00,2025-11-27 07:49:32.976174-05:00,2025-11-27,0.55752965,25298.75,25301.25,1,1,5.0,0.74,4.26,7,-101.00792675,pre_rth,False,missing_day,missing_day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_day
27,5,1703872525|1704270208|1704884383|1704884384|1704884385,F.US.MNQ,MNQZ25,short,2025-11-28 09:39:32.875381-05:00,2025-11-28 11:21:29.892457-05:00,2025-11-28,101.9502846,25408.722222222223,25400.75,9,7,143.5,6.66,136.84,9,9.547923016666665,09:30-10:00,False,covered,clean,25395.0,25421.5,25329.5,25375.5,92.0,tight,15.0,inside_or,25389.579942073615,above,,,unknown,25337.689262741045,above,,unknown,,none,5.452076983333333,up,0.31048805815160957,False,28.277777777777374,79.22222222222263,49.972222222222626,26.472222222222626,33.222222222222626,27.222222222222626,unknown,pre_or_locked_trade
28,2,1708470851|1708470852,F.US.MNQ,MNQZ25,short,2025-12-01 02:22:19.086110-05:00,2025-12-01 04:38:38.901073-05:00,2025-12-01,136.33024938333332,25297.25,25295.75,4,4,12.0,2.96,9.040000000000006,2,-427.68189816666666,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
29,1,1708698833,F.US.MNQ,MNQZ25,short,2025-12-01 06:17:02.889006-05:00,2025-12-01 06:18:08.035583-05:00,2025-12-01,1.0857762833333333,25306.0,25303.25,1,1,5.5,0.74,4.76,6,-192.9518499,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
30,7,1710451451|1710843888|1711111029|1711619848|1711619849|1711619850|1711655694,F.US.MNQ,MNQZ25,short,2025-12-01 10:02:09.927206-05:00,2025-12-01 11:07:36.478314-05:00,2025-12-01,65.44251846666667,25387.5,25375.923076923078,13,9,301.0,9.620000000000001,291.38,10,32.16545343333333,10:00-11:00,True,covered,clean,25365.5,25319.75,25209.0,25264.375,110.75,normal,40.0,above_or,25298.01437716663,above,25388.974540259995,-7.118635064995033,near,25350.890762785904,above,49.958751279776855,neutral,3.23132514333615,long,12.834546566666667,up,0.7335285505124451,True,32.25,121.25,23.0,31.0,66.25,-22.75,downtrend_below_ema,ema_continuation_candidate
31,1,1713197748,F.US.MNQ,MNQZ25,short,2025-12-01 13:54:24.917903-05:00,2025-12-01 14:02:00.782017-05:00,2025-12-01,7.597735233333333,25483.0,25460.0,1,1,46.0,0.74,45.26,13,264.4152983833333,13:30-15:00,True,covered,clean,25482.5,25319.75,25209.0,25264.375,110.75,normal,40.0,above_or,25369.563268150465,above,25449.646989961435,5.025752509642189,above,25467.23616406444,above,57.58579309960652,neutral,0.31276459159321196,long,5.584701616666666,up,0.7335285505124451,True,10.0,25.25,-3.25,36.0,76.5,96.75,uptrend_above_ema,discretionary_or_unclassified
32,1,1716896324,F.US.MNQ,MNQZ25,short,2025-12-02 05:54:42.301528-05:00,2025-12-02 06:04:26.869339-05:00,2025-12-02,9.74279685,25493.0,25480.0,1,1,26.0,0.74,25.26,5,-215.29497453333335,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
33,12,1717351779|1718496374|1718496375|1718496376|1719442389|1719442390|1719576720|1719687915|1720085935|1720297690|1720347987|1720478011,F.US.MNQ,MNQZ25,short,2025-12-02 08:31:13.002964-05:00,2025-12-02 11:19:23.488861-05:00,2025-12-02,168.17476495,25573.125,25563.90625,16,7,295.0,11.84,283.16,8,-58.78328393333334,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
34,12,1725793987|1726159395|1727719522|1728030282|1728030283|1728089468|1728411084|1728411085|1728833741|1729032893|1729324295|1729324299,F.US.MNQ,MNQZ25,short,2025-12-03 08:19:47.674997-05:00,2025-12-03 11:46:00.779369-05:00,2025-12-03,206.2184062,25574.684210526317,25565.82894736842,19,5,336.5,14.06,322.44,8,-70.20541671666666,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
35,5,1734371914|1734799780|1734845463|1735402464|1736502292,F.US.MNQ,MNQZ25,short,2025-12-04 09:13:10.079791-05:00,2025-12-04 10:47:47.412428-05:00,2025-12-04,94.62221061666668,25651.85,25619.2,5,1,326.5,3.7,322.8,9,-16.832003483333335,pre_rth,False,outside_rth_1m,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside_rth_1m
36,1,1738642256,F.US.MNQ,MNQZ25,short,2025-12-04 13:07:43.771385-05:00,2025-12-04 14:16:59.205690-05:00,2025-12-04,69.25723841666667,25579.0,25578.5,1,1,1.0,0.74,0.26,13,217.72952308333333,12:00-13:30,True,covered,clean,25595.0,25713.25,25550.5,25631.875,162.75,normal,65.0,inside_or,25591.20344104049,below,25608.31185990755,2.2970350231153134,below,25610.959397028615,below,51.61599432208128,neutral,0.424668390756653,none,7.2704769166666665,up,0.635386119257087,False,54.5,4.75,-7.0,-29.5,-35.0,-19.0,mixed,discretionary_or_unclassified
37,1,1744169294,F.US.MNQ,MNQZ25,short,2025-12-05 10:06:10.190509-05:00,2025-12-05 10:47:21.990514-05:00,2025-12-05,41.19666675,25832.0,25816.25,1,1,31.5,0.74,30.76,10,36.16984181666667,10:00-11:00,True,covered,clean,25819.25,25777.75,25660.5,25719.125,117.25,normal,40.0,above_or,25754.60054239544,above,25649.65058826511,35.337352933725924,above,25737.344361333286,above,70.39689895427176,bull_trend_zone,1.97776751888735,long,8.830158183333333,down,0.3723756906077348,False,35.75,38.25,-11.25,-17.25,-15.0,80.75,uptrend_above_ema,discretionary_or_unclassified
