idea_id,entry_time_et,exit_time_et,direction,fill_count,net_pnl,setup_label,time_bucket,or_classification,entry_vs_or,first_completed_or_breakout,entry_vs_vwap,entry_vs_15m_ema9,rsi_regime,trend_state,volume_ratio_15m,prior_day_trend_direction,prior_day_zombie_proxy,minutes_to_15m_close_at_entry,mae_points,mfe_points,move_after_15m_points,move_after_30m_points
155,2026-03-19 11:06:32.959339-04:00,2026-03-19 11:10:02.758130-04:00,long,2,51.32000000000001,orb_breakout_or_retest_candidate,11:00-12:00,normal,above_or,long,above,above,bear_trend_zone,mixed,0.7815222375057314,down,True,8.450677683333334,232.96428571428623,-165.46428571428623,-275.96428571428623,-334.46428571428623
136,2026-03-03 10:00:36.743049-05:00,2026-03-03 12:05:07.453839-05:00,short,5,51.31999999999999,orb_breakout_or_retest_candidate,10:00-11:00,normal,inside_or,short,above,below,bear_trend_zone,downtrend_below_ema,2.7180797218070483,up,True,14.38761585,92.07142857142753,282.17857142857247,138.42857142857247,256.42857142857247
149,2026-03-13 09:45:09.274633-04:00,2026-03-13 09:58:02.371923-04:00,short,1,51.26,discretionary_or_unclassified,09:30-10:00,normal,inside_or,none,above,above,neutral,uptrend_above_ema,2.7572990411879976,down,True,14.845422783333333,39.0,45.25,14.0,106.25
144,2026-03-10 13:36:49.332421-04:00,2026-03-10 14:14:52.529646-04:00,short,2,50.52,discretionary_or_unclassified,13:30-15:00,tight,above_or,short,above,below,bull_trend_zone,mixed,0.6869547572442495,up,True,8.177792983333333,73.625,88.875,-62.875,-37.875
112,2026-02-06 13:32:12.993523-05:00,2026-02-06 14:17:12.905065-05:00,short,1,48.26,inverse_orb_candidate,13:30-15:00,wide,above_or,long,above,above,neutral,uptrend_above_ema,0.45449713884132825,down,False,12.783441283333334,18.5,27.0,-10.75,-4.25
110,2026-02-05 13:49:09.496477-05:00,2026-02-05 14:31:41.821811-05:00,short,2,46.52,orb_breakout_or_retest_candidate,13:30-15:00,wide,inside_or,short,below,below,neutral,downtrend_below_ema,0.49427074978903246,down,False,10.841725383333333,121.25,56.0,-8.5,-111.5
135,2026-03-02 10:27:43.996779-05:00,2026-03-02 13:51:14.577184-05:00,short,3,45.8,inverse_orb_candidate,10:00-11:00,wide,above_or,long,above,above,neutral,uptrend_above_ema,1.9498962046286292,up,True,2.26672035,71.29999999999927,163.20000000000073,83.45000000000073,78.95000000000073
31,2025-12-01 13:54:24.917903-05:00,2025-12-01 14:02:00.782017-05:00,short,1,45.26,discretionary_or_unclassified,13:30-15:00,normal,above_or,long,above,above,neutral,uptrend_above_ema,0.31276459159321196,up,True,5.584701616666666,10.0,25.25,36.0,76.5
104,2026-01-30 11:17:28.271564-05:00,2026-01-30 11:18:14.776680-05:00,short,1,41.76,orb_breakout_or_retest_candidate,11:00-12:00,normal,below_or,short,below,below,neutral,downtrend_below_ema,1.0689466454406402,down,False,12.528807266666666,9.5,27.0,-6.0,-5.5
133,2026-02-26 13:35:05.995992-05:00,2026-02-26 13:38:05.838640-05:00,long,1,41.26,discretionary_or_unclassified,13:30-15:00,tight,below_or,short,below,near,bear_trend_zone,downtrend_below_ema,0.4600486376681873,up,True,9.9000668,12.5,35.0,10.25,59.5
143,2026-03-10 10:55:50.113049-04:00,2026-03-10 11:34:58.767740-04:00,short,1,40.26,discretionary_or_unclassified,10:00-11:00,tight,above_or,short,above,above,bull_trend_zone,uptrend_above_ema,1.3541614763759748,up,True,4.1647825166666665,49.0,24.0,4.25,-19.0
139,2026-03-06 11:17:57.247233-05:00,2026-03-06 11:24:11.697987-05:00,short,1,38.76,discretionary_or_unclassified,11:00-12:00,tight,above_or,long,above,below,neutral,downtrend_below_ema,1.0842161781262523,up,False,12.04587945,40.75,28.25,-25.0,-55.0
199,2026-04-22 10:33:04.463592-04:00,2026-04-22 15:04:23.592520-04:00,short,7,38.32000000000001,discretionary_or_unclassified,10:00-11:00,tight,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,1.310155461829495,down,False,11.9256068,57.92857142857247,51.82142857142753,9.071428571427532,37.57142857142753
100,2026-01-28 10:00:25.281679-05:00,2026-01-28 10:09:43.045863-05:00,short,1,35.76,discretionary_or_unclassified,10:00-11:00,tight,inside_or,none,near,above,bull_trend_zone,uptrend_above_ema,2.845349852636175,up,False,14.578638683333333,9.5,32.25,20.25,29.5
