row_id,symbol,contract,direction,entry_time_et,exit_time_et,entry_price,exit_price,size,gross_pnl,fees,net_pnl,source_position_size
2377479049,F.US.MNQ,MNQM26,short,2026-03-31 12:44:21.187059-04:00,2026-03-31 12:47:29.147542-04:00,23791.0,23742.5,1,97.0,0.74,96.26,1.0
2377537854,F.US.MNQ,MNQM26,short,2026-03-31 12:51:56.087061-04:00,2026-03-31 12:52:57.040162-04:00,23766.5,23728.75,1,75.5,0.74,74.76,1.0
2377673635,F.US.MNQ,MNQM26,short,2026-03-31 13:05:25.337644-04:00,2026-03-31 13:10:43.843949-04:00,23818.0,23784.5,1,67.0,0.74,66.26,1.0
2377873535,F.US.MNQ,MNQM26,short,2026-03-31 13:13:14.937946-04:00,2026-03-31 13:38:50.789572-04:00,23801.0,23765.25,1,71.5,0.74,70.76,1.0
2377894838,F.US.MNQ,MNQM26,short,2026-03-31 13:41:11.188500-04:00,2026-03-31 13:41:51.037954-04:00,23795.75,23790.25,1,11.0,0.74,10.26,1.0
2377975577,F.US.MNQ,MNQM26,short,2026-03-31 13:56:39.096657-04:00,2026-03-31 13:57:33.697031-04:00,23762.0,23758.0,1,8.0,0.74,7.26,1.0
2378062284,F.US.MNQ,MNQM26,short,2026-03-31 14:04:41.438006-04:00,2026-03-31 14:13:45.840906-04:00,23789.25,23798.25,1,-18.0,0.74,-18.74,1.0
2381933661,F.US.MNQ,MNQM26,short,2026-04-01 08:07:58.045041-04:00,2026-04-01 08:10:59.063789-04:00,24184.25,24175.0,5,92.5,3.7,88.8,5.0
2381978331,F.US.MNQ,MNQM26,short,2026-04-01 08:17:17.418212-04:00,2026-04-01 08:21:24.829221-04:00,24165.25,24155.25,10,200.0,7.4,192.6,10.0
2384975959,F.US.MNQ,MNQM26,short,2026-04-01 10:55:21.932472-04:00,2026-04-01 11:30:26.435150-04:00,24245.0,24239.0,1,12.0,0.74,11.26,1.0
2384983138,F.US.MNQ,MNQM26,short,2026-04-01 10:55:21.932472-04:00,2026-04-01 11:30:51.033361-04:00,24245.0,24233.0,1,24.0,0.74,23.26,1.0
2385594007,F.US.MNQ,MNQM26,short,2026-04-01 12:31:50.446393-04:00,2026-04-01 12:32:11.247890-04:00,24296.5,24297.25,1,-1.5,0.74,-2.24,1.0
2393247887,F.US.MNQ,MNQM26,short,2026-04-02 10:32:47.417127-04:00,2026-04-02 10:33:57.455568-04:00,23981.0,24025.5,1,-89.0,0.74,-89.74,1.0
2395100829,F.US.MNQ,MNQM26,short,2026-04-02 12:00:44.549710-04:00,2026-04-02 13:52:14.996677-04:00,24137.0,24077.75,1,118.5,0.74,117.76,1.0
2400955282,F.US.MNQ,MNQM26,short,2026-04-06 04:39:21.662613-04:00,2026-04-06 06:30:04.617021-04:00,24383.5,24338.0,1,91.0,0.74,90.26,1.0
2401019705,F.US.MNQ,MNQM26,short,2026-04-06 06:48:10.813108-04:00,2026-04-06 07:00:05.363692-04:00,24315.75,24310.5,1,10.5,0.74,9.76,1.0
2402548907,F.US.MNQ,MNQM26,short,2026-04-06 10:01:03.670989-04:00,2026-04-06 10:04:57.842329-04:00,24392.0,24291.5,1,201.0,0.74,200.26,1.0
2409068497,F.US.MNQ,MNQM26,short,2026-04-07 06:28:12.707337-04:00,2026-04-07 07:30:45.407458-04:00,24337.25,24225.75,1,223.0,0.74,222.26,1.0
2412436413,F.US.MNQ,MNQM26,short,2026-04-07 11:51:23.887394-04:00,2026-04-07 12:02:45.421773-04:00,24064.0,24164.75,1,-201.5,0.74,-202.24,1.0
