idea_id,fill_count,source_row_ids,symbol,contract,direction,entry_time_et,exit_time_et,trade_date_et,duration_minutes,weighted_entry_price,weighted_exit_price,contract_turnover,max_overlapping_contracts,gross_pnl,fees,net_pnl
44,13,1766548693|1767367712|1767367713|1767623122|1767623123|1767623124|1767623125|1767623126|1767623127|1767623128|1767623129|1767623130|1767712053,F.US.MNQ,MNQZ25,long,2025-12-10 09:57:57.944073-05:00,2025-12-10 11:09:29.502177-05:00,2025-12-10,71.5259684,25543.13349514563,25545.01213592233,103,99,387.0,76.22,310.78000000000003
45,6,1768788462|1769359883|1770169193|1770169194|1770552239|1770582153,F.US.MNQ,MNQZ25,short,2025-12-10 13:18:53.667488-05:00,2025-12-10 15:52:01.034138-05:00,2025-12-10,153.1227775,25774.85714285714,25767.535714285714,7,3,102.5,5.18,97.32000000000001
46,2,1773634027|1773634028,F.US.MNQ,MNQZ25,short,2025-12-11 07:42:12.849607-05:00,2025-12-11 08:01:50.598193-05:00,2025-12-11,19.6291431,25695.0,25690.5,4,4,36.0,2.96,33.04
47,10,1774957845|1774957846|1774957847|1774957848|1774957849|1774957850|1774957851|1774957852|1775095116|1775095117,F.US.MNQ,MNQZ25,long,2025-12-11 09:44:16.017757-05:00,2025-12-11 09:59:46.095113-05:00,2025-12-11,15.501289266666667,25435.629213483146,25442.584269662922,89,84,1238.0,65.86,1172.1399999999999
48,1,1786707204,F.US.MNQ,MNQZ25,long,2025-12-14 18:45:00.551849-05:00,2025-12-14 19:07:28.545459-05:00,2025-12-14,22.466560166666667,25181.5,25207.0,2,2,102.0,1.48,100.52
49,1,1797819757,F.US.MNQ,MNQH26,short,2025-12-16 10:09:46.311164-05:00,2025-12-16 10:55:25.548117-05:00,2025-12-16,45.65394921666667,25338.75,25325.5,2,2,53.0,1.48,51.52
50,1,1798630528,F.US.MNQ,MNQH26,short,2025-12-16 18:52:32.545909-05:00,2025-12-16 18:57:12.943159-05:00,2025-12-16,4.6732875,25323.0,25321.0,2,2,8.0,1.48,6.52
51,2,1803104982|1803138222,F.US.MNQ,MNQH26,long,2025-12-17 10:46:09.623144-05:00,2025-12-17 10:50:27.850306-05:00,2025-12-17,4.303786033333334,25114.25,25134.375,2,2,80.5,1.48,79.02000000000001
52,3,1817698045|1817898211|1818247877,F.US.MNQ,MNQH26,short,2025-12-19 09:45:31.157860-05:00,2025-12-19 10:28:18.123784-05:00,2025-12-19,42.7827654,25555.4,25560.1,5,2,-47.0,3.7,-50.69999999999998
53,1,1819017405,F.US.MNQ,MNQH26,long,2025-12-19 11:15:54.571990-05:00,2025-12-19 11:16:21.971204-05:00,2025-12-19,0.4566535666666667,25527.75,25533.0,2,2,21.0,1.48,19.52
54,1,1819264660,F.US.MNQ,MNQH26,short,2025-12-19 11:30:39.515479-05:00,2025-12-19 11:45:05.714969-05:00,2025-12-19,14.436658166666666,25555.5,25537.75,2,2,71.0,1.48,69.52
55,8,1832063931|1832063932|1832063933|1832063934|1832063935|1832063936|1832063937|1832306205,F.US.MNQ,MNQH26,short,2025-12-23 09:56:46.159842-05:00,2025-12-23 12:50:40.169234-05:00,2025-12-23,173.90015653333333,25766.253472222223,25761.625,72,71,666.5,53.28,613.2199999999999
56,1,1832938290,F.US.MNQ,MNQH26,short,2025-12-23 15:49:04.569539-05:00,2025-12-23 15:50:17.308930-05:00,2025-12-23,1.2123231833333332,25803.75,25802.25,1,1,3.0,0.74,2.26
57,2,1835757396|1835757398,F.US.MNQ,MNQH26,short,2025-12-24 10:09:18.634190-05:00,2025-12-24 10:18:42.671185-05:00,2025-12-24,9.400616583333335,25832.4375,25829.5,4,4,23.5,2.96,20.540000000000003
58,1,1838996502,F.US.MNQ,MNQH26,short,2025-12-26 09:45:25.940260-05:00,2025-12-26 09:49:46.291766-05:00,2025-12-26,4.339191766666667,25931.0,25915.75,2,2,61.0,1.48,59.52
59,2,1839641965|1840025349,F.US.MNQ,MNQH26,long,2025-12-26 10:25:55.595369-05:00,2025-12-26 11:14:01.573218-05:00,2025-12-26,48.09963081666667,25869.5,25878.25,2,2,35.0,1.48,33.519999999999996
60,3,1844248916|1844327053|1844348965,F.US.MNQ,MNQH26,long,2025-12-29 08:51:26.738952-05:00,2025-12-29 09:13:45.487750-05:00,2025-12-29,22.312479966666668,25683.0,25685.964285714286,28,15,166.0,20.72,145.28
61,1,1845292944,F.US.MNQ,MNQH26,short,2025-12-29 10:08:40.806606-05:00,2025-12-29 10:09:59.623207-05:00,2025-12-29,1.3136100166666667,25690.5,25685.0,1,1,11.0,0.74,10.26
62,1,1846751439,F.US.MNQ,MNQH26,short,2025-12-29 13:01:18.006874-05:00,2025-12-29 13:01:40.507115-05:00,2025-12-29,0.37500401666666666,25688.25,25687.25,1,1,2.0,0.74,1.26
63,1,1851364331,F.US.MNQ,MNQH26,long,2025-12-30 10:13:56.620036-05:00,2025-12-30 10:15:21.468585-05:00,2025-12-30,1.4141424833333334,25693.5,25698.0,2,2,18.0,1.48,16.52
64,1,1852522900,F.US.MNQ,MNQH26,long,2025-12-30 12:09:14.661275-05:00,2025-12-30 12:10:12.124228-05:00,2025-12-30,0.9577158833333334,25720.25,25720.5,1,1,0.5,0.74,-0.24
65,1,1856470250,F.US.MNQ,MNQH26,short,2025-12-31 08:51:31.258403-05:00,2025-12-31 09:25:47.571765-05:00,2025-12-31,34.27188936666666,25695.25,25693.0,3,3,13.5,2.22,11.28
66,2,1857173940|1857173941,F.US.MNQ,MNQH26,long,2025-12-31 09:52:23.333375-05:00,2025-12-31 10:02:52.875299-05:00,2025-12-31,10.4923654,25606.5,25607.75,4,4,10.0,2.96,7.039999999999999
67,1,1863239242,F.US.MNQ,MNQH26,short,2026-01-02 09:56:03.642855-05:00,2026-01-02 10:12:09.932646-05:00,2026-01-02,16.10482985,25736.0,25665.0,2,2,284.0,1.48,282.52
68,1,1863658751,F.US.MNQ,MNQH26,long,2026-01-02 10:30:15.713787-05:00,2026-01-02 10:33:36.323736-05:00,2026-01-02,3.34349915,25482.5,25537.75,2,2,221.0,1.48,219.52
69,1,1868624046,F.US.MNQ,MNQH26,short,2026-01-05 05:58:25.054944-05:00,2026-01-05 06:09:43.852514-05:00,2026-01-05,11.313292833333332,25552.75,25547.25,10,10,110.0,7.4,102.6
70,11,1869517976|1870676105|1870676106|1870676107|1870676108|1870676109|1870676110|1870993039|1870993040|1870993041|1872066048,F.US.MNQ,MNQH26,short,2026-01-05 09:30:41.584305-05:00,2026-01-05 12:06:52.311272-05:00,2026-01-05,156.17878278333333,25653.035294117646,25651.0,85,66,346.0,62.9,283.09999999999997
71,8,1876257472|1876257473|1876415244|1876415245|1876415246|1876502541|1878784698|1878784699,F.US.MNQ,MNQH26,short,2026-01-06 07:02:16.575364-05:00,2026-01-06 10:46:31.099120-05:00,2026-01-06,224.2420626,25637.984375,25634.828125,16,9,101.0,11.84,89.16000000000001
72,1,1880943677,F.US.MNQ,MNQH26,short,2026-01-06 15:17:30.523276-05:00,2026-01-06 15:24:13.022662-05:00,2026-01-06,6.7083231,25815.5,25814.0,1,1,3.0,0.74,2.26
73,7,1886315361|1886315362|1886318749|1886349735|1886441605|1887123664|1887328006,F.US.MNQ,MNQH26,short,2026-01-07 10:04:30.256596-05:00,2026-01-07 12:06:05.943602-05:00,2026-01-07,121.59478343333333,25886.678571428572,25880.214285714286,7,3,90.5,5.18,85.32000000000001
74,5,1892891507|1892904639|1893011798|1893079715|1893417390,F.US.MNQ,MNQH26,long,2026-01-08 09:44:51.457624-05:00,2026-01-08 10:05:45.084658-05:00,2026-01-08,20.893783900000003,25620.3,25647.8,5,3,275.0,3.7,271.3
75,3,1901518517|1901669884|1901729325,F.US.MNQ,MNQH26,short,2026-01-09 10:30:11.675840-05:00,2026-01-09 10:44:11.632417-05:00,2026-01-09,13.999276283333334,25856.0,25818.0,3,2,228.0,2.2199999999999998,225.78
76,1,1902737965,F.US.MNQ,MNQH26,short,2026-01-09 12:26:17.794338-05:00,2026-01-09 12:31:24.543157-05:00,2026-01-09,5.112480316666667,25915.25,25909.5,1,1,11.5,0.74,10.76
77,1,1906779351,F.US.MNQ,MNQH26,long,2026-01-12 04:11:12.348892-05:00,2026-01-12 05:32:33.306734-05:00,2026-01-12,81.34929736666666,25696.75,25713.75,1,1,34.0,0.74,33.26
78,5,1908074776|1910416732|1910416733|1910889396|1911385732,F.US.MNQ,MNQH26,short,2026-01-12 09:39:15.763764-05:00,2026-01-12 15:30:14.809918-05:00,2026-01-12,350.98410256666665,25952.041666666668,25951.916666666668,6,2,1.5,4.4399999999999995,-2.9399999999999884
79,4,1916152809|1916894896|1917860302|1918139327,F.US.MNQ,MNQH26,short,2026-01-13 09:46:41.326614-05:00,2026-01-13 11:51:27.183536-05:00,2026-01-13,124.76428203333333,25962.5,25919.375,4,2,345.0,2.96,342.03999999999996
80,2,1922637019|1922637383,F.US.MNQ,MNQH26,long,2026-01-14 05:30:11.597256-05:00,2026-01-14 06:24:25.544895-05:00,2026-01-14,54.23246065,25746.625,25754.625,2,2,32.0,1.48,30.52
81,2,1924943170|1924983183,F.US.MNQ,MNQH26,long,2026-01-14 10:00:18.046975-05:00,2026-01-14 10:12:55.647649-05:00,2026-01-14,12.6266779,25581.0,25629.75,2,2,195.0,1.48,193.52
82,1,1925383052,F.US.MNQ,MNQH26,short,2026-01-14 10:26:46.743905-05:00,2026-01-14 10:31:27.446127-05:00,2026-01-14,4.678370366666667,25663.5,25579.5,1,1,168.0,0.74,167.26
83,1,1926650379,F.US.MNQ,MNQH26,long,2026-01-14 12:01:38.402792-05:00,2026-01-14 12:02:24.601589-05:00,2026-01-14,0.76997995,25463.25,25468.5,1,1,10.5,0.74,9.76
84,1,1931364141,F.US.MNQ,MNQH26,short,2026-01-15 06:56:29.183833-05:00,2026-01-15 07:00:05.581482-05:00,2026-01-15,3.6066274833333334,25841.75,25838.25,2,2,14.0,1.48,12.52
85,1,1933157876,F.US.MNQ,MNQH26,short,2026-01-15 09:55:36.631130-05:00,2026-01-15 09:57:24.128771-05:00,2026-01-15,1.79162735,25907.5,25890.25,1,1,34.5,0.74,33.76
86,2,1940760563|1941183053,F.US.MNQ,MNQH26,short,2026-01-16 09:35:00.665283-05:00,2026-01-16 09:55:11.970973-05:00,2026-01-16,20.188428166666665,25832.625,25811.375,2,1,85.0,1.48,83.52
87,2,1943293632|1943586536,F.US.MNQ,MNQH26,short,2026-01-16 11:43:34.482257-05:00,2026-01-16 12:32:44.569276-05:00,2026-01-16,49.168116983333334,25711.0,25703.0,2,1,32.0,1.48,30.520000000000003
88,8,1952427025|1952427026|1952427027|1952427028|1952427029|1952764292|1952764293|1952776201,F.US.MNQ,MNQH26,long,2026-01-20 03:10:33.673799-05:00,2026-01-20 05:23:32.176170-05:00,2026-01-20,132.97503951666667,25176.446428571428,25176.946428571428,42,39,42.0,31.08,10.919999999999982
89,4,1954810102|1955220491|1955727313|1956130291,F.US.MNQ,MNQH26,short,2026-01-20 10:01:20.785264-05:00,2026-01-20 11:17:10.332333-05:00,2026-01-20,75.82578448333334,25348.1875,25339.0,4,1,73.5,2.96,70.54
90,6,1964023908|1964023909|1964295948|1964820360|1964820361|1964974534,F.US.MNQ,MNQH26,short,2026-01-21 10:05:49.068050-05:00,2026-01-21 11:40:14.656520-05:00,2026-01-21,94.4264745,25423.39285714286,25430.60714285714,7,3,-101.0,5.18,-106.18
91,13,1965238679|1965293685|1965550016|1965551895|1966000938|1966093141|1966170682|1966308108|1966316322|1966362783|1966397155|1966426206|1966479145,F.US.MNQ,MNQH26,long,2026-01-21 11:55:03.087982-05:00,2026-01-21 14:27:44.639713-05:00,2026-01-21,152.69252885,25240.653846153848,25245.576923076922,13,2,128.0,9.62,118.38000000000001
92,1,1969964323,F.US.MNQ,MNQH26,short,2026-01-22 03:52:36.503577-05:00,2026-01-22 06:44:54.987272-05:00,2026-01-22,172.30806158333334,25700.0,25677.75,1,1,44.5,0.74,43.76
93,5,1973309831|1973602380|1974260204|1974260205|1974260206,F.US.MNQ,MNQH26,short,2026-01-22 10:56:25.628149-05:00,2026-01-22 13:03:03.766131-05:00,2026-01-22,126.63563303333333,25683.964285714286,25686.428571428572,7,5,-34.5,5.18,-39.68
94,3,1980782053|1982668666|1982668667,F.US.MNQ,MNQH26,short,2026-01-23 10:20:16.571756-05:00,2026-01-23 12:42:16.129636-05:00,2026-01-23,141.99263133333335,25749.416666666668,25747.666666666668,3,2,10.5,2.2199999999999998,8.279999999999982
95,5,1989909722|1991344516|1991344518|1992330838|1993589945,F.US.MNQ,MNQH26,short,2026-01-26 09:58:40.779219-05:00,2026-01-26 15:54:50.308562-05:00,2026-01-26,356.1588223833333,25880.9,25880.3,5,2,6.0,3.7,2.299999999999997
96,2,2001300134|2001300135,F.US.MNQ,MNQH26,short,2026-01-27 10:05:07.299025-05:00,2026-01-27 13:02:28.443678-05:00,2026-01-27,177.35241088333333,26056.625,26045.25,4,4,91.0,2.96,88.03999999999999
97,1,2002657093,F.US.MNQ,MNQH26,short,2026-01-27 18:03:40.512699-05:00,2026-01-27 18:05:38.912067-05:00,2026-01-27,1.9733227999999998,26145.25,26134.0,1,1,22.5,0.74,21.76
98,1,2005109558,F.US.MNQ,MNQH26,short,2026-01-28 03:12:05.932827-05:00,2026-01-28 03:16:08.279273-05:00,2026-01-28,4.039107433333333,26306.5,26302.25,1,1,8.5,0.74,7.76
99,1,2005588719,F.US.MNQ,MNQH26,short,2026-01-28 06:10:53.682917-05:00,2026-01-28 06:12:49.975112-05:00,2026-01-28,1.9382032500000002,26308.75,26297.5,1,1,22.5,0.74,21.76
100,1,2007648730,F.US.MNQ,MNQH26,short,2026-01-28 10:00:25.281679-05:00,2026-01-28 10:09:43.045863-05:00,2026-01-28,9.296069733333333,26256.0,26237.75,1,1,36.5,0.74,35.76
101,2,2009752439|2009907721,F.US.MNQ,MNQH26,long,2026-01-28 12:31:02.865287-05:00,2026-01-28 12:53:07.747117-05:00,2026-01-28,22.081363833333334,26131.25,26129.375,2,1,-7.5,1.48,-8.979999999999999
102,5,2017833562|2018012393|2018012394|2018552715|2018552716,F.US.MNQ,MNQH26,long,2026-01-29 10:30:25.310555-05:00,2026-01-29 11:12:05.437214-05:00,2026-01-29,41.66877765,25639.178571428572,25643.785714285714,7,4,64.5,5.18,59.32000000000001
103,1,2025907312,F.US.MNQ,MNQH26,short,2026-01-30 09:38:25.473614-05:00,2026-01-30 09:46:21.165933-05:00,2026-01-30,7.928205316666666,25881.0,25852.75,1,1,56.5,0.74,55.76
104,1,2027749890,F.US.MNQ,MNQH26,short,2026-01-30 11:17:28.271564-05:00,2026-01-30 11:18:14.776680-05:00,2026-01-30,0.7750852666666667,25805.75,25784.5,1,1,42.5,0.74,41.76
105,2,2037273573|2037546068,F.US.MNQ,MNQH26,short,2026-02-02 10:16:20.427572-05:00,2026-02-02 11:16:05.272097-05:00,2026-02-02,59.74740875,25860.75,25844.25,2,2,66.0,1.48,64.52
