idea_id,direction,setup_label,human_entry_ts,human_entry_price,human_1c_net_pnl,mech_rule,mech_signal_ts,mech_entry_price,delta_minutes,delta_price_signed,or_high,or_low,or_size,or_class
129,long,discretionary_or_unclassified,2026-02-24 10:02:56.184700-05:00,24867.0,63.66,orb_break,2026-02-24 09:46:00-05:00,24918.75,16.936411666666668,-51.75,24912.25,24694.0,218.25,normal
130,short,discretionary_or_unclassified,2026-02-24 11:43:01.473556-05:00,25054.083333333332,-0.6733333333357587,inverse_orb,2026-02-24 09:56:00-05:00,24869.75,107.02455926666667,-184.33333333333212,24912.25,24694.0,218.25,normal
131,short,pre_or_locked_trade,2026-02-25 09:35:29.103516-05:00,25343.027777777777,2.3266666666642415,inverse_orb,2026-02-25 10:56:00-05:00,25271.5,-80.5149414,-71.52777777777737,25279.75,25156.75,123.0,tight
132,long,discretionary_or_unclassified,2026-02-26 10:30:46.593621-05:00,24905.0,137.66,inverse_orb,2026-02-26 09:50:00-05:00,25230.75,40.77656035,-325.75,25342.0,25224.75,117.25,tight
133,long,discretionary_or_unclassified,2026-02-26 13:35:05.995992-05:00,24971.0,40.66,inverse_orb,2026-02-26 09:50:00-05:00,25230.75,225.0999332,-259.75,25342.0,25224.75,117.25,tight
134,long,orb_breakout_or_retest_candidate,2026-02-27 12:57:13.346741-05:00,24904.35,33.46000000000291,orb_break,2026-02-27 09:49:00-05:00,24926.75,188.22244568333332,-22.400000000001455,24910.0,24780.0,130.0,normal
135,short,inverse_orb_candidate,2026-03-02 10:27:43.996779-05:00,25005.2,8.560000000001455,inverse_orb,2026-03-02 09:51:00-05:00,24854.5,36.73327965,-150.70000000000073,24885.25,24605.25,280.0,wide
136,short,orb_breakout_or_retest_candidate,2026-03-03 10:00:36.743049-05:00,24632.928571428572,6.731428571427532,orb_break,2026-03-03 09:50:00-05:00,24518.0,10.61238415,-114.92857142857247,24661.0,24502.25,158.75,normal
137,short,pre_or_locked_trade,2026-03-04 09:31:01.366804-05:00,25125.05,29.759999999998545,inverse_orb,2026-03-04 10:03:00-05:00,24901.0,-31.977219933333334,-224.04999999999927,24970.5,24837.25,133.25,normal
138,short,discretionary_or_unclassified,2026-03-05 10:19:26.530576-05:00,25067.75,82.16,inverse_orb,2026-03-05 09:53:00-05:00,25127.25,26.442176266666667,59.5,25125.25,24985.25,140.0,normal
139,short,discretionary_or_unclassified,2026-03-06 11:17:57.247233-05:00,24819.25,38.16,inverse_orb,2026-03-06 10:09:00-05:00,24675.5,68.95412055,-143.75,24732.25,24611.75,120.5,tight
140,short,discretionary_or_unclassified,2026-03-09 10:01:05.731506-04:00,24632.47193877551,2.6140816326552887,orb_break,2026-03-09 09:46:00-04:00,24389.0,15.0955251,-243.47193877551035,24526.0,24354.75,171.25,normal
143,short,discretionary_or_unclassified,2026-03-10 10:55:50.113049-04:00,25133.0,39.66,orb_break,2026-03-10 09:59:00-04:00,24963.75,56.83521748333333,-169.25,25081.0,24959.5,121.5,tight
144,short,discretionary_or_unclassified,2026-03-10 13:36:49.332421-04:00,25114.625,24.66,orb_break,2026-03-10 09:59:00-04:00,24963.75,217.82220701666665,-150.875,25081.0,24959.5,121.5,tight
146,short,discretionary_or_unclassified,2026-03-11 10:24:38.002834-04:00,24971.6,2.9599999999956346,orb_break,2026-03-11 09:51:00-04:00,25022.25,33.633380566666666,50.650000000001455,25115.5,25034.5,81.0,tight
148,short,discretionary_or_unclassified,2026-03-12 09:51:49.843583-04:00,24732.625,122.66,orb_break,2026-03-12 09:46:00-04:00,24707.25,5.830726383333333,-25.375,24834.75,24742.0,92.75,tight
149,short,discretionary_or_unclassified,2026-03-13 09:45:09.274633-04:00,24766.0,50.66,inverse_orb,2026-03-13 09:49:00-04:00,24754.5,-3.8454227833333334,-11.5,24772.75,24611.0,161.75,normal
150,short,discretionary_or_unclassified,2026-03-16 10:48:26.219151-04:00,24657.875,8.91,inverse_orb,2026-03-16 09:49:00-04:00,24713.25,59.43698585,55.375,24717.0,24623.0,94.0,tight
153,short,discretionary_or_unclassified,2026-03-18 09:46:17.470060-04:00,24920.125,36.16,ema_continuation,2026-03-18 09:47:00-04:00,24768.5,-0.7088323333333334,-151.625,24771.25,24686.0,85.25,tight
154,short,discretionary_or_unclassified,2026-03-19 10:10:11.960194-04:00,24478.5,-162.34,inverse_orb,2026-03-19 10:22:00-04:00,24220.75,-11.800663433333334,-257.75,24239.25,24113.75,125.5,normal
155,long,orb_breakout_or_retest_candidate,2026-03-19 11:06:32.959339-04:00,24529.714285714286,6.731428571427532,orb_break,2026-03-19 09:50:00-04:00,24275.5,76.54932231666666,254.21428571428623,24239.25,24113.75,125.5,normal
156,short,discretionary_or_unclassified,2026-03-19 11:10:56.061765-04:00,24467.75,47.535,inverse_orb,2026-03-19 10:22:00-04:00,24220.75,48.93436275,-247.0,24239.25,24113.75,125.5,normal
162,short,discretionary_or_unclassified,2026-03-23 10:36:26.322896-04:00,24520.333333333332,31.66,inverse_orb,2026-03-23 09:56:00-04:00,24559.25,40.43871493333334,38.91666666666788,24568.5,24432.5,136.0,normal
163,short,discretionary_or_unclassified,2026-03-23 15:32:25.236738-04:00,24475.25,7.16,inverse_orb,2026-03-23 09:56:00-04:00,24559.25,336.4206123,84.0,24568.5,24432.5,136.0,normal
164,short,discretionary_or_unclassified,2026-03-24 09:57:41.767244-04:00,24284.65625,24.535,ema_continuation,2026-03-24 10:53:00-04:00,24312.75,-55.30387926666666,28.09375,24317.0,24140.25,176.75,wide
165,short,discretionary_or_unclassified,2026-03-25 09:50:12.733886-04:00,24396.0,25.4725,orb_break,2026-03-25 09:50:00-04:00,24380.0,0.21223143333333333,-16.0,24526.0,24426.0,100.0,tight
167,short,discretionary_or_unclassified,2026-03-26 10:43:14.121860-04:00,24100.4375,29.66,inverse_orb,2026-03-26 09:47:00-04:00,24185.5,56.23536433333334,85.0625,24158.5,24066.0,92.5,tight
168,short,discretionary_or_unclassified,2026-03-26 14:16:03.132140-04:00,23859.5,-10.59,inverse_orb,2026-03-26 09:47:00-04:00,24185.5,269.05220233333335,326.0,24158.5,24066.0,92.5,tight
169,long,discretionary_or_unclassified,2026-03-26 14:39:25.278026-04:00,23873.5,18.66,orb_break,2026-03-26 09:46:00-04:00,24155.0,293.42130043333333,-281.5,24158.5,24066.0,92.5,tight
171,long,discretionary_or_unclassified,2026-03-27 10:00:10.695454-04:00,23518.125,66.91,inverse_orb,2026-03-27 10:16:00-04:00,23548.75,-15.821742433333332,-30.625,23664.25,23531.5,132.75,normal
172,long,discretionary_or_unclassified,2026-03-27 15:21:34.532885-04:00,23338.25,12.66,inverse_orb,2026-03-27 10:16:00-04:00,23548.75,305.57554808333333,-210.5,23664.25,23531.5,132.75,normal
175,short,orb_breakout_or_retest_candidate,2026-03-30 12:24:37.707412-04:00,23295.5,14.16,orb_break,2026-03-30 09:47:00-04:00,23366.75,157.62845686666665,71.25,23538.0,23374.25,163.75,wide
177,short,discretionary_or_unclassified,2026-03-31 10:35:09.691052-04:00,23543.25,-44.97636363636033,inverse_orb,2026-03-31 10:49:00-04:00,23447.75,-13.838482466666667,-95.5,23470.0,23378.75,91.25,tight
178,long,orb_breakout_or_retest_candidate,2026-03-31 12:39:29.738130-04:00,23625.0,85.16,orb_break,2026-03-31 09:47:00-04:00,23483.5,172.4956355,141.5,23470.0,23378.75,91.25,tight
179,short,discretionary_or_unclassified,2026-03-31 12:44:21.187059-04:00,23789.071428571428,43.23142857142753,inverse_orb,2026-03-31 10:49:00-04:00,23447.75,115.35311765,-341.32142857142753,23470.0,23378.75,91.25,tight
181,short,discretionary_or_unclassified,2026-04-01 10:55:21.932472-04:00,24262.166666666668,10.16,inverse_orb,2026-04-01 10:25:00-04:00,24194.75,30.3655412,-67.41666666666788,24194.5,24043.5,151.0,normal
182,short,discretionary_or_unclassified,2026-04-02 10:32:47.417127-04:00,24059.0,13.41,ema_continuation,2026-04-02 10:34:00-04:00,24016.75,-1.2097145500000002,-42.25,23819.0,23678.0,141.0,normal
184,short,discretionary_or_unclassified,2026-04-06 10:01:03.670989-04:00,24392.0,199.66,inverse_orb,2026-04-06 09:56:00-04:00,24387.25,5.061183150000001,-4.75,24373.75,24245.25,128.5,normal
186,short,orb_breakout_or_retest_candidate,2026-04-07 11:51:23.887394-04:00,24178.59375,-27.215,orb_break,2026-04-07 09:47:00-04:00,24160.25,124.39812323333334,-18.34375,24303.25,24187.75,115.5,normal
189,long,ema_continuation_candidate,2026-04-09 09:54:04.611262-04:00,25036.75,-26.84,inverse_orb,2026-04-09 09:58:00-04:00,25026.75,-3.923145633333333,10.0,25112.75,25019.0,93.75,tight
190,short,discretionary_or_unclassified,2026-04-09 12:17:24.183587-04:00,25217.833333333332,19.16,orb_break,2026-04-09 09:57:00-04:00,25035.25,140.40305978333333,-182.58333333333212,25112.75,25019.0,93.75,tight
