rule,direction,signals,sum_pnl,mean_pnl,median_pnl,win_rate,sum_pnl_wide_or
ema_continuation,long,84,-1142.0600000000004,-13.595952380952387,-62.34,0.2976190476190476,0.0
ema_continuation,short,73,-76.32000000000025,-1.0454794520547979,-62.34,0.3424657534246575,0.0
inverse_orb,long,62,-166.0800000000002,-2.6787096774193584,-62.34,0.3387096774193548,0.0
inverse_orb,short,70,-943.8000000000002,-13.482857142857146,-62.34,0.2714285714285714,0.0
orb_break,long,76,-237.84000000000026,-3.1294736842105295,-62.34,0.32894736842105265,0.0
orb_break,short,70,-223.80000000000024,-3.1971428571428606,-62.34,0.32857142857142857,0.0
orb_retest,long,72,11.519999999999754,0.1599999999999966,-62.34,0.3472222222222222,0.0
orb_retest,short,66,-1234.4400000000003,-18.703636363636367,-62.34,0.24242424242424243,0.0
