rule,direction,entry_ts,entry_price,exit_ts,exit_price,exit_reason,net_pnl,date,or_class
orb_break,short,2025-11-25 09:46:00-05:00,24685.0,2025-11-25 09:49:00-05:00,24625.5,target,117.66,2025-11-25,normal
orb_retest,long,2025-11-25 11:44:00-05:00,24871.75,2025-11-25 11:45:00-05:00,24841.25,stop,-62.34,2025-11-25,normal
orb_retest,short,2025-11-25 09:53:00-05:00,24718.75,2025-11-25 09:54:00-05:00,24749.25,stop,-62.34,2025-11-25,normal
inverse_orb,long,2025-11-25 09:55:00-05:00,24765.75,2025-11-25 09:56:00-05:00,24735.25,stop,-62.34,2025-11-25,normal
inverse_orb,short,2025-11-25 11:45:00-05:00,24849.0,2025-11-25 11:50:00-05:00,24879.5,stop,-62.34,2025-11-25,normal
ema_continuation,long,2025-11-25 10:49:00-05:00,24809.5,2025-11-25 10:51:00-05:00,24779.0,stop,-62.34,2025-11-25,normal
ema_continuation,short,2025-11-25 11:19:00-05:00,24829.75,2025-11-25 11:21:00-05:00,24860.25,stop,-62.34,2025-11-25,normal
orb_break,long,2025-11-26 09:51:00-05:00,25257.75,2025-11-26 09:52:00-05:00,25227.25,stop,-62.34,2025-11-26,tight
orb_break,short,2025-11-26 09:59:00-05:00,25166.75,2025-11-26 10:03:00-05:00,25197.25,stop,-62.34,2025-11-26,tight
orb_retest,long,2025-11-26 09:52:00-05:00,25239.0,2025-11-26 09:56:00-05:00,25208.5,stop,-62.34,2025-11-26,tight
orb_retest,short,2025-11-26 10:03:00-05:00,25183.0,2025-11-26 10:08:00-05:00,25213.5,stop,-62.34,2025-11-26,tight
inverse_orb,long,2025-11-26 10:09:00-05:00,25211.0,2025-11-26 10:11:00-05:00,25180.5,stop,-62.34,2025-11-26,tight
inverse_orb,short,2025-11-26 09:52:00-05:00,25238.0,2025-11-26 09:59:00-05:00,25178.5,target,117.66,2025-11-26,tight
ema_continuation,long,2025-11-26 13:10:00-05:00,25318.75,2025-11-26 13:45:00-05:00,25288.25,stop,-62.34,2025-11-26,tight
orb_break,long,2025-11-28 11:07:00-05:00,25426.5,2025-11-28 11:24:00-05:00,25396.0,stop,-62.34,2025-11-28,tight
orb_retest,long,2025-11-28 11:21:00-05:00,25412.0,2025-11-28 11:26:00-05:00,25381.5,stop,-62.34,2025-11-28,tight
inverse_orb,short,2025-11-28 11:21:00-05:00,25411.0,2025-11-28 12:55:00-05:00,25441.5,stop,-62.34,2025-11-28,tight
ema_continuation,long,2025-11-28 11:27:00-05:00,25372.25,2025-11-28 11:53:00-05:00,25431.75,target,117.66,2025-11-28,tight
orb_break,long,2025-12-01 09:51:00-05:00,25322.25,2025-12-01 10:00:00-05:00,25381.75,target,117.66,2025-12-01,normal
orb_retest,long,2025-12-01 09:52:00-05:00,25325.0,2025-12-01 10:00:00-05:00,25384.5,target,117.66,2025-12-01,normal
inverse_orb,short,2025-12-01 10:31:00-05:00,25324.75,2025-12-01 10:40:00-05:00,25355.25,stop,-62.34,2025-12-01,normal
ema_continuation,long,2025-12-01 11:10:00-05:00,25367.0,2025-12-01 11:15:00-05:00,25336.5,stop,-62.34,2025-12-01,normal
ema_continuation,short,2025-12-01 11:21:00-05:00,25374.75,2025-12-01 11:37:00-05:00,25405.25,stop,-62.34,2025-12-01,normal
orb_break,long,2025-12-02 10:01:00-05:00,25642.25,2025-12-02 10:11:00-05:00,25611.75,stop,-62.34,2025-12-02,normal
orb_break,short,2025-12-02 11:25:00-05:00,25464.5,2025-12-02 11:37:00-05:00,25495.0,stop,-62.34,2025-12-02,normal
orb_retest,long,2025-12-02 10:12:00-05:00,25631.5,2025-12-02 10:28:00-05:00,25601.0,stop,-62.34,2025-12-02,normal
orb_retest,short,2025-12-02 11:26:00-05:00,25465.75,2025-12-02 11:38:00-05:00,25496.25,stop,-62.34,2025-12-02,normal
inverse_orb,long,2025-12-02 11:38:00-05:00,25496.25,2025-12-02 12:15:00-05:00,25555.75,target,117.66,2025-12-02,normal
inverse_orb,short,2025-12-02 10:21:00-05:00,25614.25,2025-12-02 10:25:00-05:00,25644.75,stop,-62.34,2025-12-02,normal
ema_continuation,long,2025-12-02 12:56:00-05:00,25530.0,2025-12-02 13:00:00-05:00,25499.5,stop,-62.34,2025-12-02,normal
ema_continuation,short,2025-12-02 13:03:00-05:00,25544.75,2025-12-02 13:07:00-05:00,25575.25,stop,-62.34,2025-12-02,normal
orb_break,long,2025-12-03 10:03:00-05:00,25566.5,2025-12-03 10:06:00-05:00,25536.0,stop,-62.34,2025-12-03,tight
orb_break,short,2025-12-03 09:54:00-05:00,25489.5,2025-12-03 10:00:00-05:00,25520.0,stop,-62.34,2025-12-03,tight
orb_retest,long,2025-12-03 10:07:00-05:00,25531.5,2025-12-03 10:12:00-05:00,25501.0,stop,-62.34,2025-12-03,tight
orb_retest,short,2025-12-03 09:55:00-05:00,25488.75,2025-12-03 10:00:00-05:00,25519.25,stop,-62.34,2025-12-03,tight
inverse_orb,long,2025-12-03 09:55:00-05:00,25489.75,2025-12-03 10:02:00-05:00,25549.25,target,117.66,2025-12-03,tight
inverse_orb,short,2025-12-03 10:07:00-05:00,25530.5,2025-12-03 10:18:00-05:00,25561.0,stop,-62.34,2025-12-03,tight
ema_continuation,long,2025-12-03 10:55:00-05:00,25576.0,2025-12-03 11:10:00-05:00,25545.5,stop,-62.34,2025-12-03,tight
ema_continuation,short,2025-12-03 10:04:00-05:00,25571.5,2025-12-03 10:10:00-05:00,25512.0,target,117.66,2025-12-03,tight
orb_break,short,2025-12-04 10:26:00-05:00,25541.5,2025-12-04 10:28:00-05:00,25572.0,stop,-62.34,2025-12-04,normal
orb_retest,short,2025-12-04 10:28:00-05:00,25582.75,2025-12-04 10:37:00-05:00,25613.25,stop,-62.34,2025-12-04,normal
inverse_orb,long,2025-12-04 10:29:00-05:00,25590.5,2025-12-04 11:00:00-05:00,25560.0,stop,-62.34,2025-12-04,normal
ema_continuation,long,2025-12-04 12:23:00-05:00,25610.5,2025-12-04 13:07:00-05:00,25580.0,stop,-62.34,2025-12-04,normal
ema_continuation,short,2025-12-04 10:37:00-05:00,25623.25,2025-12-04 11:00:00-05:00,25563.75,target,117.66,2025-12-04,normal
orb_break,long,2025-12-05 09:54:00-05:00,25795.25,2025-12-05 10:12:00-05:00,25854.75,target,117.66,2025-12-05,normal
orb_retest,long,2025-12-05 09:57:00-05:00,25786.5,2025-12-05 10:12:00-05:00,25846.0,target,117.66,2025-12-05,normal
inverse_orb,short,2025-12-05 09:57:00-05:00,25785.5,2025-12-05 10:03:00-05:00,25816.0,stop,-62.34,2025-12-05,normal
ema_continuation,long,2025-12-05 10:59:00-05:00,25743.75,2025-12-05 11:11:00-05:00,25713.25,stop,-62.34,2025-12-05,normal
orb_break,short,2025-12-08 09:49:00-05:00,25757.75,2025-12-08 10:25:00-05:00,25698.25,target,117.66,2025-12-08,tight
orb_retest,short,2025-12-08 09:51:00-05:00,25757.0,2025-12-08 10:25:00-05:00,25697.5,target,117.66,2025-12-08,tight
inverse_orb,long,2025-12-08 09:51:00-05:00,25758.0,2025-12-08 10:15:00-05:00,25727.5,stop,-62.34,2025-12-08,tight
ema_continuation,long,2025-12-08 09:49:00-05:00,25758.75,2025-12-08 09:49:00-05:00,25728.25,stop,-62.34,2025-12-08,tight
ema_continuation,short,2025-12-08 12:53:00-05:00,25646.75,2025-12-08 12:57:00-05:00,25677.25,stop,-62.34,2025-12-08,tight
orb_break,long,2025-12-09 10:03:00-05:00,25650.75,2025-12-09 10:08:00-05:00,25620.25,stop,-62.34,2025-12-09,tight
orb_retest,long,2025-12-09 10:04:00-05:00,25639.0,2025-12-09 11:02:00-05:00,25698.5,target,117.66,2025-12-09,tight
inverse_orb,short,2025-12-09 10:04:00-05:00,25638.0,2025-12-09 10:41:00-05:00,25668.5,stop,-62.34,2025-12-09,tight
ema_continuation,long,2025-12-09 10:48:00-05:00,25639.25,2025-12-09 11:02:00-05:00,25698.75,target,117.66,2025-12-09,tight
ema_continuation,short,2025-12-09 09:50:00-05:00,25625.75,2025-12-09 10:02:00-05:00,25656.25,stop,-62.34,2025-12-09,tight
orb_break,long,2025-12-10 09:48:00-05:00,25661.0,2025-12-10 09:49:00-05:00,25630.5,stop,-62.34,2025-12-10,normal
orb_break,short,2025-12-10 10:56:00-05:00,25558.25,2025-12-10 11:11:00-05:00,25588.75,stop,-62.34,2025-12-10,normal
orb_retest,long,2025-12-10 09:49:00-05:00,25635.75,2025-12-10 09:55:00-05:00,25605.25,stop,-62.34,2025-12-10,normal
orb_retest,short,2025-12-10 10:57:00-05:00,25574.25,2025-12-10 11:12:00-05:00,25604.75,stop,-62.34,2025-12-10,normal
inverse_orb,long,2025-12-10 10:58:00-05:00,25565.25,2025-12-10 11:00:00-05:00,25534.75,stop,-62.34,2025-12-10,normal
inverse_orb,short,2025-12-10 09:49:00-05:00,25634.75,2025-12-10 10:37:00-05:00,25575.25,target,117.66,2025-12-10,normal
ema_continuation,long,2025-12-10 14:28:00-05:00,25649.75,2025-12-10 14:33:00-05:00,25709.25,target,117.66,2025-12-10,normal
ema_continuation,short,2025-12-10 11:22:00-05:00,25640.5,2025-12-10 12:55:00-05:00,25671.0,stop,-62.34,2025-12-10,normal
orb_break,long,2025-12-11 13:37:00-05:00,25654.75,2025-12-11 14:36:00-05:00,25714.25,target,117.66,2025-12-11,tight
orb_break,short,2025-12-11 09:47:00-05:00,25530.75,2025-12-11 09:50:00-05:00,25471.25,target,117.66,2025-12-11,tight
orb_retest,long,2025-12-11 13:54:00-05:00,25645.5,2025-12-11 14:35:00-05:00,25705.0,target,117.66,2025-12-11,tight
orb_retest,short,2025-12-11 10:13:00-05:00,25551.5,2025-12-11 10:20:00-05:00,25582.0,stop,-62.34,2025-12-11,tight
inverse_orb,long,2025-12-11 10:13:00-05:00,25552.5,2025-12-11 10:22:00-05:00,25612.0,target,117.66,2025-12-11,tight
inverse_orb,short,2025-12-11 13:54:00-05:00,25644.5,2025-12-11 14:15:00-05:00,25675.0,stop,-62.34,2025-12-11,tight
ema_continuation,long,2025-12-11 15:32:00-05:00,25671.25,2025-12-11 15:55:00-05:00,25689.5,rth_close,35.16,2025-12-11,tight
ema_continuation,short,2025-12-11 11:42:00-05:00,25574.25,2025-12-11 11:53:00-05:00,25514.75,target,117.66,2025-12-11,tight
orb_break,short,2025-12-12 09:49:00-05:00,25506.75,2025-12-12 09:51:00-05:00,25537.25,stop,-62.34,2025-12-12,normal
orb_retest,short,2025-12-12 09:50:00-05:00,25514.25,2025-12-12 09:52:00-05:00,25544.75,stop,-62.34,2025-12-12,normal
inverse_orb,long,2025-12-12 09:52:00-05:00,25551.5,2025-12-12 10:00:00-05:00,25521.0,stop,-62.34,2025-12-12,normal
ema_continuation,short,2025-12-12 12:19:00-05:00,25294.75,2025-12-12 12:26:00-05:00,25235.25,target,117.66,2025-12-12,normal
orb_break,short,2025-12-15 09:46:00-05:00,25277.5,2025-12-15 09:50:00-05:00,25308.0,stop,-62.34,2025-12-15,normal
orb_retest,short,2025-12-15 09:48:00-05:00,25278.5,2025-12-15 09:50:00-05:00,25309.0,stop,-62.34,2025-12-15,normal
inverse_orb,long,2025-12-15 09:50:00-05:00,25276.75,2025-12-15 09:52:00-05:00,25246.25,stop,-62.34,2025-12-15,normal
ema_continuation,short,2025-12-15 10:47:00-05:00,25178.5,2025-12-15 11:16:00-05:00,25209.0,stop,-62.34,2025-12-15,normal
orb_break,long,2025-12-16 09:51:00-05:00,25122.75,2025-12-16 09:53:00-05:00,25092.25,stop,-62.34,2025-12-16,normal
orb_break,short,2025-12-16 10:26:00-05:00,24943.75,2025-12-16 10:28:00-05:00,24974.25,stop,-62.34,2025-12-16,normal
orb_retest,long,2025-12-16 09:53:00-05:00,25092.25,2025-12-16 09:59:00-05:00,25151.75,target,117.66,2025-12-16,normal
orb_retest,short,2025-12-16 10:27:00-05:00,24950.5,2025-12-16 10:29:00-05:00,24981.0,stop,-62.34,2025-12-16,normal
inverse_orb,long,2025-12-16 10:29:00-05:00,24999.75,2025-12-16 10:29:00-05:00,24969.25,stop,-62.34,2025-12-16,normal
inverse_orb,short,2025-12-16 09:54:00-05:00,25094.0,2025-12-16 09:56:00-05:00,25124.5,stop,-62.34,2025-12-16,normal
ema_continuation,long,2025-12-16 14:09:00-05:00,25025.5,2025-12-16 14:13:00-05:00,24995.0,stop,-62.34,2025-12-16,normal
ema_continuation,short,2025-12-16 10:55:00-05:00,25081.25,2025-12-16 11:12:00-05:00,25021.75,target,117.66,2025-12-16,normal
orb_break,short,2025-12-17 09:47:00-05:00,25040.25,2025-12-17 09:49:00-05:00,25070.75,stop,-62.34,2025-12-17,normal
orb_retest,short,2025-12-17 09:50:00-05:00,25059.75,2025-12-17 09:57:00-05:00,25090.25,stop,-62.34,2025-12-17,normal
inverse_orb,long,2025-12-17 09:50:00-05:00,25060.75,2025-12-17 09:55:00-05:00,25030.25,stop,-62.34,2025-12-17,normal
ema_continuation,long,2025-12-17 10:06:00-05:00,25078.75,2025-12-17 10:12:00-05:00,25048.25,stop,-62.34,2025-12-17,normal
ema_continuation,short,2025-12-17 10:00:00-05:00,25075.75,2025-12-17 10:00:00-05:00,25106.25,stop,-62.34,2025-12-17,normal
orb_break,long,2025-12-18 10:29:00-05:00,25091.0,2025-12-18 10:37:00-05:00,25150.5,target,117.66,2025-12-18,wide
orb_retest,long,2025-12-18 10:30:00-05:00,25095.5,2025-12-18 10:38:00-05:00,25155.0,target,117.66,2025-12-18,wide
inverse_orb,short,2025-12-18 10:30:00-05:00,25094.5,2025-12-18 10:34:00-05:00,25125.0,stop,-62.34,2025-12-18,wide
ema_continuation,long,2025-12-18 15:18:00-05:00,25055.25,2025-12-18 15:58:00-05:00,25024.75,stop,-62.34,2025-12-18,wide
ema_continuation,short,2025-12-18 15:14:00-05:00,25054.5,2025-12-18 15:34:00-05:00,25085.0,stop,-62.34,2025-12-18,wide
orb_break,short,2025-12-22 10:36:00-05:00,25643.0,2025-12-22 10:42:00-05:00,25673.5,stop,-62.34,2025-12-22,normal
orb_retest,short,2025-12-22 10:43:00-05:00,25672.5,2025-12-22 11:12:00-05:00,25703.0,stop,-62.34,2025-12-22,normal
inverse_orb,long,2025-12-22 10:43:00-05:00,25673.5,2025-12-22 15:55:00-05:00,25692.5,rth_close,36.66,2025-12-22,normal
ema_continuation,long,2025-12-22 13:18:00-05:00,25691.25,2025-12-22 15:55:00-05:00,25692.5,rth_close,1.16,2025-12-22,normal
orb_break,long,2025-12-23 09:48:00-05:00,25745.5,2025-12-23 09:51:00-05:00,25715.0,stop,-62.34,2025-12-23,normal
orb_break,short,2025-12-23 10:04:00-05:00,25637.25,2025-12-23 10:10:00-05:00,25667.75,stop,-62.34,2025-12-23,normal
orb_retest,long,2025-12-23 09:49:00-05:00,25734.25,2025-12-23 09:54:00-05:00,25703.75,stop,-62.34,2025-12-23,normal
orb_retest,short,2025-12-23 10:05:00-05:00,25640.0,2025-12-23 10:10:00-05:00,25670.5,stop,-62.34,2025-12-23,normal
inverse_orb,long,2025-12-23 10:06:00-05:00,25642.25,2025-12-23 10:38:00-05:00,25701.75,target,117.66,2025-12-23,normal
inverse_orb,short,2025-12-23 09:50:00-05:00,25724.75,2025-12-23 10:01:00-05:00,25665.25,target,117.66,2025-12-23,normal
ema_continuation,long,2025-12-23 09:56:00-05:00,25684.0,2025-12-23 10:02:00-05:00,25653.5,stop,-62.34,2025-12-23,normal
orb_break,long,2025-12-24 10:13:00-05:00,25831.5,2025-12-24 12:58:00-05:00,25891.0,target,117.66,2025-12-24,tight
orb_retest,long,2025-12-24 10:14:00-05:00,25828.25,2025-12-24 12:30:00-05:00,25887.75,target,117.66,2025-12-24,tight
inverse_orb,short,2025-12-24 10:23:00-05:00,25814.25,2025-12-24 11:10:00-05:00,25844.75,stop,-62.34,2025-12-24,tight
ema_continuation,long,2025-12-24 09:47:00-05:00,25793.0,2025-12-24 11:21:00-05:00,25852.5,target,117.66,2025-12-24,tight
orb_break,short,2025-12-26 10:02:00-05:00,25842.0,2025-12-26 10:07:00-05:00,25872.5,stop,-62.34,2025-12-26,tight
orb_retest,short,2025-12-26 10:05:00-05:00,25860.0,2025-12-26 10:31:00-05:00,25890.5,stop,-62.34,2025-12-26,tight
inverse_orb,long,2025-12-26 10:07:00-05:00,25870.25,2025-12-26 10:12:00-05:00,25839.75,stop,-62.34,2025-12-26,tight
ema_continuation,long,2025-12-26 09:57:00-05:00,25877.75,2025-12-26 10:01:00-05:00,25847.25,stop,-62.34,2025-12-26,tight
orb_break,short,2025-12-29 12:27:00-05:00,25660.0,2025-12-29 12:50:00-05:00,25690.5,stop,-62.34,2025-12-29,wide
orb_retest,short,2025-12-29 12:28:00-05:00,25652.25,2025-12-29 12:43:00-05:00,25682.75,stop,-62.34,2025-12-29,wide
inverse_orb,long,2025-12-29 12:32:00-05:00,25664.25,2025-12-29 13:35:00-05:00,25723.75,target,117.66,2025-12-29,wide
ema_continuation,long,2025-12-29 15:55:00-05:00,25742.75,2025-12-29 15:55:00-05:00,25741.75,rth_close,-3.34,2025-12-29,wide
ema_continuation,short,2025-12-29 12:52:00-05:00,25697.5,2025-12-29 13:38:00-05:00,25728.0,stop,-62.34,2025-12-29,wide
orb_break,long,2025-12-30 09:50:00-05:00,25743.75,2025-12-30 10:10:00-05:00,25713.25,stop,-62.34,2025-12-30,tight
orb_retest,long,2025-12-30 09:54:00-05:00,25744.75,2025-12-30 10:10:00-05:00,25714.25,stop,-62.34,2025-12-30,tight
inverse_orb,short,2025-12-30 10:07:00-05:00,25731.75,2025-12-30 11:04:00-05:00,25762.25,stop,-62.34,2025-12-30,tight
ema_continuation,long,2025-12-30 10:05:00-05:00,25734.75,2025-12-30 10:12:00-05:00,25704.25,stop,-62.34,2025-12-30,tight
ema_continuation,short,2025-12-30 10:50:00-05:00,25717.0,2025-12-30 10:58:00-05:00,25747.5,stop,-62.34,2025-12-30,tight
orb_break,short,2025-12-31 09:46:00-05:00,25594.75,2025-12-31 09:52:00-05:00,25625.25,stop,-62.34,2025-12-31,tight
orb_retest,short,2025-12-31 09:51:00-05:00,25609.0,2025-12-31 10:55:00-05:00,25549.5,target,117.66,2025-12-31,tight
inverse_orb,long,2025-12-31 09:52:00-05:00,25624.0,2025-12-31 10:01:00-05:00,25593.5,stop,-62.34,2025-12-31,tight
ema_continuation,short,2025-12-31 11:56:00-05:00,25600.0,2025-12-31 14:03:00-05:00,25630.5,stop,-62.34,2025-12-31,tight
orb_break,long,2026-01-02 09:48:00-05:00,25763.25,2026-01-02 09:53:00-05:00,25732.75,stop,-62.34,2026-01-02,normal
orb_break,short,2026-01-02 10:13:00-05:00,25624.0,2026-01-02 10:17:00-05:00,25564.5,target,117.66,2026-01-02,normal
orb_retest,long,2026-01-02 09:54:00-05:00,25745.75,2026-01-02 10:07:00-05:00,25715.25,stop,-62.34,2026-01-02,normal
inverse_orb,short,2026-01-02 10:00:00-05:00,25766.0,2026-01-02 10:08:00-05:00,25706.5,target,117.66,2026-01-02,normal
ema_continuation,long,2026-01-02 10:17:00-05:00,25565.0,2026-01-02 10:20:00-05:00,25534.5,stop,-62.34,2026-01-02,normal
ema_continuation,short,2026-01-02 14:08:00-05:00,25346.75,2026-01-02 14:12:00-05:00,25377.25,stop,-62.34,2026-01-02,normal
orb_break,long,2026-01-05 10:29:00-05:00,25673.75,2026-01-05 10:44:00-05:00,25643.25,stop,-62.34,2026-01-05,normal
orb_retest,long,2026-01-05 10:30:00-05:00,25674.5,2026-01-05 10:44:00-05:00,25644.0,stop,-62.34,2026-01-05,normal
inverse_orb,short,2026-01-05 10:30:00-05:00,25673.5,2026-01-05 11:49:00-05:00,25704.0,stop,-62.34,2026-01-05,normal
ema_continuation,long,2026-01-05 12:22:00-05:00,25635.75,2026-01-05 13:07:00-05:00,25605.25,stop,-62.34,2026-01-05,normal
ema_continuation,short,2026-01-05 15:09:00-05:00,25592.0,2026-01-05 15:55:00-05:00,25569.75,rth_close,43.16,2026-01-05,normal
orb_break,long,2026-01-06 09:46:00-05:00,25695.75,2026-01-06 09:57:00-05:00,25755.25,target,117.66,2026-01-06,tight
orb_retest,long,2026-01-06 10:56:00-05:00,25689.0,2026-01-06 11:04:00-05:00,25658.5,stop,-62.34,2026-01-06,tight
inverse_orb,short,2026-01-06 11:02:00-05:00,25673.5,2026-01-06 11:24:00-05:00,25704.0,stop,-62.34,2026-01-06,tight
ema_continuation,long,2026-01-06 10:54:00-05:00,25701.5,2026-01-06 11:02:00-05:00,25671.0,stop,-62.34,2026-01-06,tight
orb_break,long,2026-01-07 09:47:00-05:00,25863.25,2026-01-07 10:00:00-05:00,25832.75,stop,-62.34,2026-01-07,normal
orb_retest,long,2026-01-07 09:48:00-05:00,25871.75,2026-01-07 10:00:00-05:00,25841.25,stop,-62.34,2026-01-07,normal
inverse_orb,short,2026-01-07 09:48:00-05:00,25870.75,2026-01-07 10:36:00-05:00,25901.25,stop,-62.34,2026-01-07,normal
ema_continuation,long,2026-01-07 10:04:00-05:00,25842.75,2026-01-07 10:39:00-05:00,25812.25,stop,-62.34,2026-01-07,normal
orb_break,short,2026-01-08 10:00:00-05:00,25590.5,2026-01-08 10:05:00-05:00,25621.0,stop,-62.34,2026-01-08,wide
orb_retest,short,2026-01-08 10:05:00-05:00,25637.25,2026-01-08 10:08:00-05:00,25667.75,stop,-62.34,2026-01-08,wide
inverse_orb,long,2026-01-08 10:06:00-05:00,25630.5,2026-01-08 10:16:00-05:00,25690.0,target,117.66,2026-01-08,wide
ema_continuation,short,2026-01-08 12:20:00-05:00,25674.75,2026-01-08 14:14:00-05:00,25615.25,target,117.66,2026-01-08,wide
orb_break,long,2026-01-09 10:23:00-05:00,25806.25,2026-01-09 10:31:00-05:00,25865.75,target,117.66,2026-01-09,wide
orb_break,short,2026-01-09 10:09:00-05:00,25642.0,2026-01-09 10:11:00-05:00,25672.5,stop,-62.34,2026-01-09,wide
orb_retest,long,2026-01-09 10:45:00-05:00,25778.25,2026-01-09 11:02:00-05:00,25837.75,target,117.66,2026-01-09,wide
orb_retest,short,2026-01-09 10:10:00-05:00,25666.5,2026-01-09 10:12:00-05:00,25697.0,stop,-62.34,2026-01-09,wide
inverse_orb,long,2026-01-09 10:11:00-05:00,25675.5,2026-01-09 10:13:00-05:00,25735.0,target,117.66,2026-01-09,wide
inverse_orb,short,2026-01-09 10:45:00-05:00,25777.25,2026-01-09 10:52:00-05:00,25807.75,stop,-62.34,2026-01-09,wide
ema_continuation,long,2026-01-09 13:26:00-05:00,25888.0,2026-01-09 13:37:00-05:00,25947.5,target,117.66,2026-01-09,wide
orb_break,long,2026-01-12 09:51:00-05:00,25912.5,2026-01-12 10:03:00-05:00,25882.0,stop,-62.34,2026-01-12,wide
orb_retest,long,2026-01-12 09:55:00-05:00,25896.5,2026-01-12 10:45:00-05:00,25866.0,stop,-62.34,2026-01-12,wide
inverse_orb,short,2026-01-12 10:04:00-05:00,25876.25,2026-01-12 10:14:00-05:00,25906.75,stop,-62.34,2026-01-12,wide
ema_continuation,long,2026-01-12 11:02:00-05:00,25919.5,2026-01-12 13:05:00-05:00,25979.0,target,117.66,2026-01-12,wide
ema_continuation,short,2026-01-12 10:58:00-05:00,25914.0,2026-01-12 11:14:00-05:00,25944.5,stop,-62.34,2026-01-12,wide
orb_break,short,2026-01-13 10:03:00-05:00,25917.5,2026-01-13 10:05:00-05:00,25948.0,stop,-62.34,2026-01-13,normal
orb_retest,short,2026-01-13 10:05:00-05:00,25947.5,2026-01-13 10:15:00-05:00,25888.0,target,117.66,2026-01-13,normal
inverse_orb,long,2026-01-13 10:06:00-05:00,25948.25,2026-01-13 10:09:00-05:00,25917.75,stop,-62.34,2026-01-13,normal
ema_continuation,long,2026-01-13 09:48:00-05:00,25970.25,2026-01-13 10:01:00-05:00,25939.75,stop,-62.34,2026-01-13,normal
ema_continuation,short,2026-01-13 11:16:00-05:00,25916.0,2026-01-13 11:27:00-05:00,25856.5,target,117.66,2026-01-13,normal
orb_break,short,2026-01-14 09:46:00-05:00,25652.0,2026-01-14 09:59:00-05:00,25592.5,target,117.66,2026-01-14,wide
orb_retest,short,2026-01-14 09:47:00-05:00,25657.0,2026-01-14 09:58:00-05:00,25597.5,target,117.66,2026-01-14,wide
inverse_orb,long,2026-01-14 09:47:00-05:00,25658.0,2026-01-14 09:51:00-05:00,25627.5,stop,-62.34,2026-01-14,wide
ema_continuation,short,2026-01-14 13:52:00-05:00,25510.5,2026-01-14 15:05:00-05:00,25541.0,stop,-62.34,2026-01-14,wide
orb_break,short,2026-01-15 10:08:00-05:00,25861.75,2026-01-15 10:14:00-05:00,25892.25,stop,-62.34,2026-01-15,normal
orb_retest,short,2026-01-15 10:09:00-05:00,25877.5,2026-01-15 10:24:00-05:00,25908.0,stop,-62.34,2026-01-15,normal
inverse_orb,long,2026-01-15 10:09:00-05:00,25878.5,2026-01-15 10:28:00-05:00,25848.0,stop,-62.34,2026-01-15,normal
ema_continuation,long,2026-01-15 12:31:00-05:00,25875.25,2026-01-15 14:03:00-05:00,25844.75,stop,-62.34,2026-01-15,normal
orb_break,short,2026-01-16 09:52:00-05:00,25808.0,2026-01-16 09:57:00-05:00,25748.5,target,117.66,2026-01-16,tight
ema_continuation,long,2026-01-16 15:17:00-05:00,25716.25,2026-01-16 15:50:00-05:00,25685.75,stop,-62.34,2026-01-16,tight
ema_continuation,short,2026-01-16 11:21:00-05:00,25716.0,2026-01-16 11:45:00-05:00,25746.5,stop,-62.34,2026-01-16,tight
orb_break,long,2026-01-19 09:57:00-05:00,25309.25,2026-01-19 11:11:00-05:00,25368.75,target,117.66,2026-01-19,tight
orb_break,short,2026-01-19 09:46:00-05:00,25244.75,2026-01-19 09:51:00-05:00,25275.25,stop,-62.34,2026-01-19,tight
orb_retest,long,2026-01-19 10:23:00-05:00,25293.25,2026-01-19 11:05:00-05:00,25352.75,target,117.66,2026-01-19,tight
orb_retest,short,2026-01-19 09:47:00-05:00,25253.25,2026-01-19 09:52:00-05:00,25283.75,stop,-62.34,2026-01-19,tight
inverse_orb,long,2026-01-19 09:47:00-05:00,25254.25,2026-01-19 09:58:00-05:00,25313.75,target,117.66,2026-01-19,tight
inverse_orb,short,2026-01-19 10:23:00-05:00,25292.25,2026-01-19 10:27:00-05:00,25322.75,stop,-62.34,2026-01-19,tight
ema_continuation,short,2026-01-19 12:05:00-05:00,25391.0,2026-01-19 12:59:00-05:00,25398.25,rth_close,-15.84,2026-01-19,tight
orb_break,long,2026-01-20 09:52:00-05:00,25356.25,2026-01-20 09:54:00-05:00,25325.75,stop,-62.34,2026-01-20,normal
orb_break,short,2026-01-20 13:34:00-05:00,25226.5,2026-01-20 14:18:00-05:00,25167.0,target,117.66,2026-01-20,normal
orb_retest,long,2026-01-20 09:53:00-05:00,25340.75,2026-01-20 09:56:00-05:00,25310.25,stop,-62.34,2026-01-20,normal
orb_retest,short,2026-01-20 13:36:00-05:00,25218.5,2026-01-20 14:23:00-05:00,25159.0,target,117.66,2026-01-20,normal
inverse_orb,short,2026-01-20 09:53:00-05:00,25339.75,2026-01-20 10:02:00-05:00,25280.25,target,117.66,2026-01-20,normal
ema_continuation,short,2026-01-20 10:26:00-05:00,25349.25,2026-01-20 10:32:00-05:00,25379.75,stop,-62.34,2026-01-20,normal
orb_break,long,2026-01-21 09:48:00-05:00,25215.5,2026-01-21 09:52:00-05:00,25275.0,target,117.66,2026-01-21,normal
orb_retest,long,2026-01-21 09:49:00-05:00,25236.75,2026-01-21 09:55:00-05:00,25296.25,target,117.66,2026-01-21,normal
inverse_orb,short,2026-01-21 09:49:00-05:00,25235.75,2026-01-21 09:52:00-05:00,25266.25,stop,-62.34,2026-01-21,normal
