date,rule_version,tier1_rule_hash,tier2_rule_hash,a_plus_rule_hash,data_file_hash,data_last_timestamp,run_timestamp_utc,clean,quality,rth_bar_count,expected_rth_bar_count,missing_minute_count,zero_volume_rth_count,zero_volume_post_or_count,session_end_ts,expected_session_end_ts,early_close_flag,full_session_clean,full_session_quality,or_class,or_percentile,or_history_count,or_history_window,or_high,or_low,or_size,or_close_position,execute_rule,tier1_a_plus_tag,tier1_eligible,tier1_rejection_reason,tier1_breakout_ts,tier1_signal_ts,tier1_entry_ts,tier1_raw_entry_price,tier1_entry_price,tier1_stop_price,tier1_target_price,tier1_exit_ts,tier1_raw_exit_price,tier1_exit_price,tier1_exit_reason,tier1_net_pnl,tier1_signal_bar_open,tier1_signal_bar_high,tier1_signal_bar_low,tier1_signal_bar_close,tier1_signal_bar_volume,tier1_signal_bar_vwap,tier1_entry_bar_open,tier1_entry_bar_high,tier1_entry_bar_low,tier1_entry_bar_close,tier1_entry_bar_volume,tier1_entry_bar_vwap,tier1_exit_bar_open,tier1_exit_bar_high,tier1_exit_bar_low,tier1_exit_bar_close,tier1_exit_bar_volume,tier1_exit_bar_vwap,tier2_shadow_eligible,tier2_shadow_rejection_reason,tier2_shadow_breakout_ts,tier2_shadow_signal_ts,tier2_shadow_entry_ts,tier2_shadow_raw_entry_price,tier2_shadow_entry_price,tier2_shadow_stop_price,tier2_shadow_target_price,tier2_shadow_exit_ts,tier2_shadow_raw_exit_price,tier2_shadow_exit_price,tier2_shadow_exit_reason,tier2_shadow_net_pnl,tier2_shadow_signal_bar_open,tier2_shadow_signal_bar_high,tier2_shadow_signal_bar_low,tier2_shadow_signal_bar_close,tier2_shadow_signal_bar_volume,tier2_shadow_signal_bar_vwap,tier2_shadow_entry_bar_open,tier2_shadow_entry_bar_high,tier2_shadow_entry_bar_low,tier2_shadow_entry_bar_close,tier2_shadow_entry_bar_volume,tier2_shadow_entry_bar_vwap,tier2_shadow_exit_bar_open,tier2_shadow_exit_bar_high,tier2_shadow_exit_bar_low,tier2_shadow_exit_bar_close,tier2_shadow_exit_bar_volume,tier2_shadow_exit_bar_vwap,a_plus_shadow_eligible,a_plus_shadow_rejection_reason,a_plus_shadow_breakout_ts,a_plus_shadow_signal_ts,a_plus_shadow_entry_ts,a_plus_shadow_raw_entry_price,a_plus_shadow_entry_price,a_plus_shadow_stop_price,a_plus_shadow_target_price,a_plus_shadow_exit_ts,a_plus_shadow_raw_exit_price,a_plus_shadow_exit_price,a_plus_shadow_exit_reason,a_plus_shadow_net_pnl,a_plus_shadow_signal_bar_open,a_plus_shadow_signal_bar_high,a_plus_shadow_signal_bar_low,a_plus_shadow_signal_bar_close,a_plus_shadow_signal_bar_volume,a_plus_shadow_signal_bar_vwap,a_plus_shadow_entry_bar_open,a_plus_shadow_entry_bar_high,a_plus_shadow_entry_bar_low,a_plus_shadow_entry_bar_close,a_plus_shadow_entry_bar_volume,a_plus_shadow_entry_bar_vwap,a_plus_shadow_exit_bar_open,a_plus_shadow_exit_bar_high,a_plus_shadow_exit_bar_low,a_plus_shadow_exit_bar_close,a_plus_shadow_exit_bar_volume,a_plus_shadow_exit_bar_vwap
2023-12-07,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,282,277,2023-12-07 15:59:00-05:00,2023-12-07 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,284,273,2023-12-08 15:59:00-05:00,2023-12-08 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,282,277,2023-12-11 15:59:00-05:00,2023-12-11 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,264,262,2023-12-12 15:59:00-05:00,2023-12-12 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,182,180,2023-12-13 15:59:00-05:00,2023-12-13 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-14,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,169,164,2023-12-14 15:59:00-05:00,2023-12-14 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-15,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,171,169,2023-12-15 15:59:00-05:00,2023-12-15 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,157,155,2023-12-18 15:59:00-05:00,2023-12-18 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,0,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,186,186,2023-12-19 15:59:00-05:00,2023-12-19 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,0,20,17206.5,17156.5,50.0,0.88,tier1_pilot,True,True,,2023-12-19 10:33:00-05:00,2023-12-19 10:38:00-05:00,2023-12-19 10:39:00-05:00,17201.0,17203.5,17163.5,17253.5,2023-12-19 15:55:00-05:00,17228.0,17225.5,time_exit,42.66,17213.75,17217.0,17209.25,17209.25,5.0,17190.108996539795,17201.0,17201.0,17189.0,17189.0,4.0,17190.148464163827,17220.0,17228.0,17220.0,17228.0,8.0,17200.827755466304,True,,2023-12-19 10:33:00-05:00,2023-12-19 10:38:00-05:00,2023-12-19 10:39:00-05:00,17201.0,17203.5,17163.5,17283.5,2023-12-19 15:55:00-05:00,17228.0,17225.5,time_exit,42.66,17213.75,17217.0,17209.25,17209.25,5.0,17190.108996539795,17201.0,17201.0,17189.0,17189.0,4.0,17190.148464163827,17220.0,17228.0,17220.0,17228.0,8.0,17200.827755466304,True,,2023-12-19 10:33:00-05:00,2023-12-19 10:38:00-05:00,2023-12-19 10:39:00-05:00,17201.0,17203.5,17163.5,17253.5,2023-12-19 15:55:00-05:00,17228.0,17225.5,time_exit,42.66,17213.75,17217.0,17209.25,17209.25,5.0,17190.108996539795,17201.0,17201.0,17189.0,17189.0,4.0,17190.148464163827,17220.0,17228.0,17220.0,17228.0,8.0,17200.827755466304
2023-12-20,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,115,114,2023-12-20 15:59:00-05:00,2023-12-20 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,110,109,2023-12-21 15:59:00-05:00,2023-12-21 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-22,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,166,165,2023-12-22 15:59:00-05:00,2023-12-22 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,244,241,2023-12-26 15:59:00-05:00,2023-12-26 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-27,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,194,192,2023-12-27 15:59:00-05:00,2023-12-27 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-28,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,217,216,2023-12-28 15:59:00-05:00,2023-12-28 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,153,151,2023-12-29 15:59:00-05:00,2023-12-29 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,1,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,103,103,2024-01-02 15:59:00-05:00,2024-01-02 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,1,20,17076.75,16974.0,102.75,0.10218978102189781,tier1_pilot,False,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-03,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,130,130,2024-01-03 15:59:00-05:00,2024-01-03 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,2,20,16847.5,16791.5,56.0,0.9419642857142857,tier1_pilot,True,True,,2024-01-03 09:48:00-05:00,2024-01-03 10:05:00-05:00,2024-01-03 10:06:00-05:00,16852.75,16855.25,16815.25,16905.25,2024-01-03 10:09:00-05:00,16815.25,16812.75,stop,-86.34,16844.5,16850.75,16844.5,16850.75,7.0,16824.080540037245,16852.75,16852.75,16839.75,16839.75,29.0,16825.57945736434,16825.25,16825.25,16813.75,16813.75,11.0,16825.452960259532,True,,2024-01-03 09:48:00-05:00,2024-01-03 10:05:00-05:00,2024-01-03 10:06:00-05:00,16852.75,16855.25,16815.25,16935.25,2024-01-03 10:09:00-05:00,16815.25,16812.75,stop,-86.34,16844.5,16850.75,16844.5,16850.75,7.0,16824.080540037245,16852.75,16852.75,16839.75,16839.75,29.0,16825.57945736434,16825.25,16825.25,16813.75,16813.75,11.0,16825.452960259532,True,,2024-01-03 09:48:00-05:00,2024-01-03 10:05:00-05:00,2024-01-03 10:06:00-05:00,16852.75,16855.25,16815.25,16905.25,2024-01-03 10:09:00-05:00,16815.25,16812.75,stop,-86.34,16844.5,16850.75,16844.5,16850.75,7.0,16824.080540037245,16852.75,16852.75,16839.75,16839.75,29.0,16825.57945736434,16825.25,16825.25,16813.75,16813.75,11.0,16825.452960259532
2024-01-04,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,111,111,2024-01-04 15:59:00-05:00,2024-01-04 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,3,20,16701.0,16649.75,51.25,0.6146341463414634,tier1_pilot,False,False,no_retest_signal,2024-01-04 10:07:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-04 10:07:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-04 10:07:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-05,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,111,109,2024-01-05 15:59:00-05:00,2024-01-05 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,4,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,109,109,2024-01-08 15:59:00-05:00,2024-01-08 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,4,20,16782.0,16713.75,68.25,1.0,tier1_pilot,False,False,no_retest_signal,2024-01-08 09:45:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-08 09:45:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-08 09:45:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-09,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,109,106,2024-01-09 15:59:00-05:00,2024-01-09 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,5,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-10,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,90,88,2024-01-10 15:59:00-05:00,2024-01-10 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,5,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-11,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,77,77,2024-01-11 15:59:00-05:00,2024-01-11 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,60.0,5,20,17254.0,17188.25,65.75,0.1520912547528517,tier1_pilot,False,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_upside_breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,115,115,2024-01-12 15:59:00-05:00,2024-01-12 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,normal,50.0,6,20,17245.75,17187.75,58.0,1.0,tier1_pilot,False,False,no_retest_signal,2024-01-12 09:50:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-12 09:50:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_retest_signal,2024-01-12 09:50:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-16,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,92,91,2024-01-16 15:59:00-05:00,2024-01-16 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,7,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-17,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,83,83,2024-01-17 15:59:00-05:00,2024-01-17 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,wide,100.0,7,20,17052.0,16943.0,109.0,0.0389908256880734,tier1_pilot,False,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-18,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,57,57,2024-01-18 15:59:00-05:00,2024-01-18 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,tight,25.0,8,20,17268.75,17214.75,54.0,0.625,tier1_pilot,False,False,or_class_tight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,signal_filtered,2024-01-18 10:37:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,or_class_tight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-19,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,57,57,2024-01-19 15:59:00-05:00,2024-01-19 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,tight,0.0,9,20,17421.75,17381.5,40.25,0.6335403726708074,tier1_pilot,False,False,or_class_tight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,2024-01-19 09:46:00-05:00,2024-01-19 10:03:00-05:00,2024-01-19 10:04:00-05:00,17435.75,17438.25,17398.25,17518.25,2024-01-19 10:08:00-05:00,17398.25,17395.75,stop,-86.34,17415.75,17436.0,17414.0,17436.0,29.0,17411.667149758454,17435.75,17440.25,17435.75,17440.25,9.0,17412.35569679849,17396.0,17396.0,17384.0,17391.5,9.0,17411.872280243686,False,or_class_tight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-22,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,True,clean,390,390,0,99,99,2024-01-22 15:59:00-05:00,2024-01-22 15:59:00-05:00,False,False,or_clean_but_post_or_zero_volume,wide,80.0,10,20,17804.75,17715.0,89.75,0.116991643454039,tier1_pilot,False,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,or_class_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-23,phase6_causal_or_retest_v1,d8df78957051c9de,25c269cde02debe4,7b30e3d97c41bd58,ed5db2d90d8371c44cbe212d6d16ad117537c9e185a6592a6ca108ece643d8ce,2026-04-24T15:59:00-04:00,2026-04-26T01:55:46.523945+00:00,False,zero_volume_or,390,390,0,104,103,2024-01-23 15:59:00-05:00,2024-01-23 15:59:00-05:00,False,False,zero_volume_or_and_post_or,unknown,,11,20,,,,,tier1_pilot,False,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,zero_volume_or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
