date,clean,quality,or_class,eligible,reason,or_high,or_low,or_size,breakout_ts,signal_ts,entry_ts,raw_entry,entry_price,stop_price,target_price,exit_ts,raw_exit,exit_price,exit_reason,net_pnl,vwap_at_signal,close_minus_vwap
2023-10-26,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-10-27,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-10-30,False,late_start,unknown,False,late_start,,,,,,,,,,,,,,,,,
2023-10-31,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-01,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-02,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-03,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-06,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-07,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-08,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-09,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-10,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-13,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-14,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-15,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-16,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-17,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-20,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-21,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-22,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-24,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-27,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-28,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-29,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-11-30,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-12-01,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-12-04,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-12-05,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
2023-12-06,False,zero_volume_or,unknown,False,zero_volume_or,,,,,,,,,,,,,,,,,
