day_type,trades,total_pnl,avg_pnl,win_rate,pf
down_day,36,-708.2400000000002,-19.67333333333334,0.2777777777777778,0.684503127171647
up_day,114,4376.739999999998,38.39245614035086,0.543859649122807,1.9748445323497434
