rule_id,trades,pnl_1,pnl_3,pnl_5,pf_1,pf_1_5,pf_3,pf_5,oos_avg_3,oos_avg_5,pass_1,pass_1_5,pass_3,pass_5,max_drawdown_5
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:30|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=40|target_mode=rr|time_exit=15:55|touch_tolerance=5,195,4563.699999999997,3677.6999999999975,3192.199999999998,1.5228779886434982,1.508163042190902,1.4037559613205803,1.3423373570466455,23.102307692307694,20.006153846153847,True,True,False,False,-958.5000000000002
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:30|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.25|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=12:00|touch_tolerance=10,209,5199.939999999999,4076.9399999999987,3153.9399999999987,1.6088751604170373,1.5889339836914023,1.4588947194251405,1.3375920260830656,17.08857142857142,14.564761904761898,True,True,False,False,-1046.9600000000005
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2.5|start=10:20|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,143,3961.880000000001,3587.880000000001,3213.88,1.4269561693909922,1.4150016735755295,1.3797759374047351,1.3342443756656017,4.323793103448272,1.7031034482758582,False,False,False,False,-1130.1399999999987
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.5|start=10:10|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,153,4103.479999999998,3763.4799999999987,3123.4799999999987,1.4607721381683105,1.4492602290081453,1.4153190475034372,1.3341392236067366,14.159999999999991,11.869677419354831,False,False,False,False,-963.4000000000002
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:30|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.25|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,209,5640.439999999997,4656.439999999998,3820.439999999998,1.5134468897012774,1.5011755706094658,1.4075972591324322,1.3252972039582918,21.523095238095237,19.34452380952381,True,True,False,False,-1050.4600000000005
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=10:45|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,168,5421.879999999999,4420.379999999999,3486.879999999999,1.53210983963727,1.519878052355407,1.4213063567948396,1.3226722288747448,12.623235294117642,7.777647058823523,False,False,False,False,-1425.7799999999993
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=10:45|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.5|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,183,5269.279999999999,4557.279999999999,3545.279999999999,1.5125060789386662,1.4657511695749716,1.4306739723334727,1.3219346882883145,10.876216216216202,8.605945945945932,False,False,False,False,-1350.7400000000052
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.5|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,196,5473.859999999999,4731.859999999999,3689.859999999998,1.492795139982967,1.4489343554441947,1.4141990805418712,1.3108349900596423,9.799240506329099,7.49544303797467,False,False,False,False,-1200.4600000000005
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.5|start=10:10|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,166,4154.059999999998,3786.0599999999977,3118.0599999999986,1.4255319584840875,1.4143039857045818,1.3811966121763506,1.3047295699271517,14.85402985074626,12.555522388059693,False,False,False,False,-1247.7800000000004
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,183,5601.779999999998,4558.279999999999,3582.779999999999,1.502937659138167,1.4907232603207976,1.3977973260725383,1.3038576946106264,12.20729729729729,7.484324324324317,False,False,False,False,-1678.4599999999991
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=10:45|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2.5|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,168,4127.38,3679.38,3231.38,1.383475021137033,1.3714298928829114,1.3359109101798157,1.2897765996369923,10.115882352941174,7.439411764705881,False,False,False,False,-1737.4599999999994
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2.5|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,183,4357.28,3865.2799999999997,3373.2799999999997,1.372041236972563,1.3599409035500376,1.3242641038375327,1.2779564930784446,9.903243243243239,7.17351351351351,False,False,False,False,-1990.1399999999994
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:30|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=1.5|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,209,5101.439999999997,4329.439999999998,3257.4399999999982,1.4220775245108181,1.3819680393823188,1.348618711570485,1.2528769896720264,10.862380952380946,8.600476190476183,False,False,False,False,-1395.4399999999991
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=10,196,5968.359999999999,4536.86,3173.3599999999988,1.497591396056526,1.4510626269531892,1.364303425858713,1.245463349432706,6.033417721518976,1.4574683544303684,False,False,False,False,-1678.4599999999994
or_retest_slip_shape|long|buffer_points=0|confirm_pattern=break_prev|end=11:30|max_risk_points=120|max_stop=120|min_reward_points=8|or_class=normal_tight|rr=2|start=10:00|stop_mode=fixed|stop_points=60|target_mode=rr|time_exit=15:55|touch_tolerance=5,195,5171.699999999998,4100.199999999999,3096.699999999999,1.42681920368677,1.4151821223615102,1.3292402469342002,1.241897560480249,9.820256410256402,5.236923076923071,False,False,False,False,-1804.7999999999993
